ref_name,isolate_name,drug_name,concentration_cmp,concentration,concentration_unit,concentration_unknown
Brenner21,ivsel:Brenner21|Strain 14637|DOR|exp:1|8w,DOR,=,5.0,nM,False
Brenner21,ivsel:Brenner21|Strain 14969|DOR|exp:1|8w,DOR,=,5.0,nM,False
Brenner21,ivsel:Brenner21|Strain 5326|DOR|exp:1|8w,DOR,=,25.0,nM,False
Brenner21,ivsel:Brenner21|Strain 4742|DOR|exp:1|8w,DOR,=,2.5,nM,False
Brenner21,ivsel:Brenner21|Strain 6343|DOR|exp:1|8w,DOR,=,2.5,nM,False
Brenner21,ivsel:Brenner21|96USSN20|DOR|exp:1|8w,DOR,=,5.0,nM,False
Brenner21,ivsel:Brenner21|pNL4-3|DOR|exp:1|8w,DOR,=,10.0,nM,False
Brenner21,ivsel:Brenner21|Strain 14637|DOR|exp:1|24w,DOR,=,5.0,nM,False
Brenner21,ivsel:Brenner21|Strain 14969|DOR|exp:1|24w,DOR,=,5.0,nM,False
Brenner21,ivsel:Brenner21|Strain 5326|DOR|exp:1|24w,DOR,=,25.0,nM,False
Brenner21,ivsel:Brenner21|Strain 4742|DOR|exp:1|24w,DOR,=,2.5,nM,False
Brenner21,ivsel:Brenner21|Strain 6343|DOR|exp:1|24w,DOR,=,2.5,nM,False
Brenner21,ivsel:Brenner21|96USSN20|DOR|exp:1|24w,DOR,=,5.0,nM,False
Brenner21,ivsel:Brenner21|pNL4-3|DOR|exp:1|24w,DOR,=,10.0,nM,False
Brenner21,ivsel:Brenner21|Strain 14637|DOR+Islatravir|exp:1|8w,DOR,=,2.5,nM,False
Brenner21,ivsel:Brenner21|Strain 14637|DOR+Islatravir|exp:1|8w,Islatravir,=,10.0,nM,False
Brenner21,ivsel:Brenner21|Strain 14969|DOR+Islatravir|exp:1|8w,DOR,=,5.0,nM,False
Brenner21,ivsel:Brenner21|Strain 14969|DOR+Islatravir|exp:1|8w,Islatravir,=,10.0,nM,False
Brenner21,ivsel:Brenner21|Strain 5326|DOR+Islatravir|exp:1|8w,DOR,=,10.0,nM,False
Brenner21,ivsel:Brenner21|Strain 5326|DOR+Islatravir|exp:1|8w,Islatravir,=,50.0,nM,False
Brenner21,ivsel:Brenner21|Strain 4742|DOR+Islatravir|exp:1|8w,DOR,=,1.0,nM,False
Brenner21,ivsel:Brenner21|Strain 4742|DOR+Islatravir|exp:1|8w,Islatravir,=,10.0,nM,False
Brenner21,ivsel:Brenner21|Strain 6343|DOR+Islatravir|exp:1|8w,DOR,=,2.5,nM,False
Brenner21,ivsel:Brenner21|Strain 6343|DOR+Islatravir|exp:1|8w,Islatravir,=,25.0,nM,False
Brenner21,ivsel:Brenner21|96USSN20|DOR+Islatravir|exp:1|8w,DOR,=,10.0,nM,False
Brenner21,ivsel:Brenner21|96USSN20|DOR+Islatravir|exp:1|8w,Islatravir,=,1010.0,nM,False
Brenner21,ivsel:Brenner21|pNL4-3|DOR+Islatravir|exp:1|8w,DOR,=,5.0,nM,False
Brenner21,ivsel:Brenner21|pNL4-3|DOR+Islatravir|exp:1|8w,Islatravir,=,50.0,nM,False
Brenner21,ivsel:Brenner21|Strain 14637|DOR+Islatravir|exp:1|24w,DOR,=,10.0,nM,False
Brenner21,ivsel:Brenner21|Strain 14637|DOR+Islatravir|exp:1|24w,Islatravir,=,50.0,nM,False
Brenner21,ivsel:Brenner21|Strain 14969|DOR+Islatravir|exp:1|24w,DOR,=,10.0,nM,False
Brenner21,ivsel:Brenner21|Strain 14969|DOR+Islatravir|exp:1|24w,Islatravir,=,50.0,nM,False
Brenner21,ivsel:Brenner21|Strain 5326|DOR+Islatravir|exp:1|24w,DOR,=,50.0,nM,False
Brenner21,ivsel:Brenner21|Strain 5326|DOR+Islatravir|exp:1|24w,Islatravir,=,500.0,nM,False
Brenner21,ivsel:Brenner21|Strain 4742|DOR+Islatravir|exp:1|24w,DOR,=,10.0,nM,False
Brenner21,ivsel:Brenner21|Strain 4742|DOR+Islatravir|exp:1|24w,Islatravir,=,100.0,nM,False
Brenner21,ivsel:Brenner21|Strain 6343|DOR+Islatravir|exp:1|24w,DOR,=,5.0,nM,False
Brenner21,ivsel:Brenner21|Strain 6343|DOR+Islatravir|exp:1|24w,Islatravir,=,50.0,nM,False
Brenner21,ivsel:Brenner21|96USSN20|DOR+Islatravir|exp:1|24w,DOR,=,250.0,nM,False
Brenner21,ivsel:Brenner21|96USSN20|DOR+Islatravir|exp:1|24w,Islatravir,=,2500.0,nM,False
Brenner21,ivsel:Brenner21|pNL4-3|DOR+Islatravir|exp:1|24w,DOR,=,25.0,nM,False
Brenner21,ivsel:Brenner21|pNL4-3|DOR+Islatravir|exp:1|24w,Islatravir,=,100.0,nM,False
Brenner21,ivsel:Brenner21|Strain 14637|DOR+3TC|exp:1|8w,DOR,=,10.0,nM,False
Brenner21,ivsel:Brenner21|Strain 14637|DOR+3TC|exp:1|8w,3TC,=,50.0,nM,False
Brenner21,ivsel:Brenner21|Strain 14969|DOR+3TC|exp:1|8w,DOR,=,10.0,nM,False
Brenner21,ivsel:Brenner21|Strain 14969|DOR+3TC|exp:1|8w,3TC,=,50.0,nM,False
Brenner21,ivsel:Brenner21|Strain 5326|DOR+3TC|exp:1|8w,DOR,=,5.0,nM,False
Brenner21,ivsel:Brenner21|Strain 5326|DOR+3TC|exp:1|8w,3TC,=,50.0,nM,False
Brenner21,ivsel:Brenner21|Strain 4742|DOR+3TC|exp:1|8w,DOR,=,2.5,nM,False
Brenner21,ivsel:Brenner21|Strain 4742|DOR+3TC|exp:1|8w,3TC,=,25.0,nM,False
Brenner21,ivsel:Brenner21|Strain 6343|DOR+3TC|exp:1|8w,DOR,=,10.0,nM,False
Brenner21,ivsel:Brenner21|Strain 6343|DOR+3TC|exp:1|8w,3TC,=,50.0,nM,False
Brenner21,ivsel:Brenner21|96USSN20|DOR+3TC|exp:1|8w,DOR,=,10.0,nM,False
Brenner21,ivsel:Brenner21|96USSN20|DOR+3TC|exp:1|8w,3TC,=,100.0,nM,False
