ref_name,isolate_name,drug_name,concentration_cmp,concentration,concentration_unit,concentration_unknown
Seki15,ivsel:Seki15|pNL4-3|DTG|exp:1|p~16,DTG,=,6.4,nM,False
Seki15,ivsel:Seki15|pNL4-3|RAL|exp:1|p~12,RAL,=,32.0,nM,False
Seki15,ivsel:Seki15|pNL4-3|RAL|exp:1a|p~16,RAL,=,32.0,nM,False
Seki15,ivsel:Seki15|pNL4-3|RAL|exp:1b|p~16,RAL,=,800.0,nM,False
Seki15,ivsel:Seki15|pNL4-3|RAL|exp:2|p~8,RAL,=,32.0,nM,False
Seki15,ivsel:Seki15|pNL4-3|RAL|exp:2a|p~12,RAL,=,32.0,nM,False
Seki15,ivsel:Seki15|pNL4-3|RAL|exp:2a|p~16,RAL,=,32.0,nM,False
Seki15,ivsel:Seki15|pNL4-3|RAL|exp:2b|p~12,RAL,=,800.0,nM,False
Seki15,ivsel:Seki15|pNL4-3|RAL|exp:2b|p~16,RAL,=,800.0,nM,False
Seki15,ivsel:Seki15|pNL4-3|EVG|exp:1a|p~8,EVG,=,32.0,nM,False
Seki15,ivsel:Seki15|pNL4-3|EVG|exp:1a|p~12,EVG,=,32.0,nM,False
Seki15,ivsel:Seki15|pNL4-3|EVG|exp:1a1|p~16,EVG,=,32.0,nM,False
Seki15,ivsel:Seki15|pNL4-3|EVG|exp:1a2|p~16,EVG,=,160.0,nM,False
Seki15,ivsel:Seki15|pNL4-3|EVG|exp:1b|p~8,EVG,=,32.0,nM,False
Seki15,ivsel:Seki15|pNL4-3|EVG|exp:1b1|p~12,EVG,=,32.0,nM,False
Seki15,ivsel:Seki15|pNL4-3|EVG|exp:1b1|p~16,EVG,=,32.0,nM,False
Seki15,ivsel:Seki15|pNL4-3|EVG|exp:1b2|p~12,EVG,=,160.0,nM,False
Seki15,ivsel:Seki15|pNL4-3|EVG|exp:1b2a|p~16,EVG,=,160.0,nM,False
Seki15,ivsel:Seki15|pNL4-3|EVG|exp:1b2b|p~16,EVG,=,800.0,nM,False
Seki15,ivsel:Seki15|pNL4-3|EVG|exp:2|p~4,EVG,=,32.0,nM,False
Seki15,ivsel:Seki15|pNL4-3|EVG|exp:2a|p~8,EVG,=,160.0,nM,False
Seki15,ivsel:Seki15|pNL4-3|EVG|exp:2a|p~12,EVG,=,160.0,nM,False
Seki15,ivsel:Seki15|pNL4-3|EVG|exp:2a|p~16,EVG,=,160.0,nM,False
Seki15,ivsel:Seki15|pNL4-3|EVG|exp:2b|p~8,EVG,=,160.0,nM,False
Seki15,ivsel:Seki15|pNL4-3|EVG|exp:2b|p~12,EVG,=,160.0,nM,False
Seki15,ivsel:Seki15|pNL4-3|EVG|exp:2b|p~16,EVG,=,160.0,nM,False
Seki15,ivsel:Seki15|NL4-3 (E92Q)|RAL|exp:1|p~12,RAL,=,4000.0,nM,False
Seki15,ivsel:Seki15|NL4-3 (E92Q)|RAL|exp:1|p~16,RAL,=,4000.0,nM,False
Seki15,ivsel:Seki15|NL4-3 (E92Q)|RAL|exp:2|p~12,RAL,=,4000.0,nM,False
Seki15,ivsel:Seki15|NL4-3 (E92Q)|RAL|exp:2|p~16,RAL,=,4000.0,nM,False
Seki15,ivsel:Seki15|NL4-3 (E92Q)|RAL|exp:3|p~12,RAL,=,4000.0,nM,False
Seki15,ivsel:Seki15|NL4-3 (E92Q)|RAL|exp:3|p~16,RAL,=,4000.0,nM,False
Seki15,ivsel:Seki15|NL4-3 (N155H)|RAL|exp:1|p~12,RAL,=,800.0,nM,False
Seki15,ivsel:Seki15|NL4-3 (N155H)|RAL|exp:1a|p~16,RAL,=,800.0,nM,False
Seki15,ivsel:Seki15|NL4-3 (N155H)|RAL|exp:1b|p~16,RAL,=,4000.0,nM,False
Seki15,ivsel:Seki15|NL4-3 (N155H)|RAL|exp:2|p~12,RAL,=,4000.0,nM,False
Seki15,ivsel:Seki15|NL4-3 (N155H)|RAL|exp:2|p~16,RAL,=,4000.0,nM,False
Seki15,ivsel:Seki15|NL4-3 (N155H)|RAL|exp:3|p~12,RAL,=,800.0,nM,False
Seki15,ivsel:Seki15|NL4-3 (N155H)|RAL|exp:3|p~16,RAL,=,800.0,nM,False
Seki15,ivsel:Seki15|NL4-3 (N155H)|EVG|exp:1|p~12,EVG,=,160.0,nM,False
Seki15,ivsel:Seki15|NL4-3 (N155H)|EVG|exp:1|p~16,EVG,=,160.0,nM,False
Seki15,ivsel:Seki15|NL4-3 (N155H)|EVG|exp:2|p~12,EVG,=,800.0,nM,False
Seki15,ivsel:Seki15|NL4-3 (N155H)|EVG|exp:2|p~16,EVG,=,800.0,nM,False
Seki15,ivsel:Seki15|NL4-3 (N155H)|EVG|exp:3|p~8,EVG,=,160.0,nM,False
Seki15,ivsel:Seki15|NL4-3 (N155H)|EVG|exp:3a|p~12,EVG,=,160.0,nM,False
Seki15,ivsel:Seki15|NL4-3 (N155H)|EVG|exp:3a|p~16,EVG,=,160.0,nM,False
Seki15,ivsel:Seki15|NL4-3 (N155H)|EVG|exp:3b|p~12,EVG,=,160.0,nM,False
Seki15,ivsel:Seki15|NL4-3 (N155H)|EVG|exp:3b|p~16,EVG,=,160.0,nM,False
Seki15,ivsel:Seki15|NL4-3 (Y143C)|RAL|exp:1|p~8,RAL,=,800.0,nM,False
Seki15,ivsel:Seki15|NL4-3 (Y143C)|RAL|exp:1|p~12,RAL,=,800.0,nM,False
Seki15,ivsel:Seki15|NL4-3 (Y143C)|RAL|exp:1|p~16,RAL,=,800.0,nM,False
Seki15,ivsel:Seki15|NL4-3 (Y143C)|RAL|exp:2|p~8,RAL,=,4000.0,nM,False
Seki15,ivsel:Seki15|NL4-3 (Y143C)|RAL|exp:2|p~12,RAL,=,4000.0,nM,False
Seki15,ivsel:Seki15|NL4-3 (Y143C)|RAL|exp:2|p~16,RAL,=,4000.0,nM,False
Seki15,ivsel:Seki15|NL4-3 (Y143C)|RAL|exp:3|p~12,RAL,=,160.0,nM,False
Seki15,ivsel:Seki15|NL4-3 (Y143C)|RAL|exp:3|p~16,RAL,=,160.0,nM,False
Seki15,ivsel:Seki15|NL4-3 (Y143R)|RAL|exp:3|p~16,RAL,=,4000.0,nM,False
Seki15,ivsel:Seki15|NL4-3 (Q148K)|DTG|exp:1|p~4,DTG,=,6.4,nM,False
Seki15,ivsel:Seki15|NL4-3 (Q148K)|DTG|exp:1|p~8,DTG,=,32.0,nM,False
Seki15,ivsel:Seki15|NL4-3 (Q148K)|DTG|exp:1|p~12,DTG,=,32.0,nM,False
Seki15,ivsel:Seki15|NL4-3 (Q148K)|DTG|exp:1|p~16,DTG,=,32.0,nM,False
Seki15,ivsel:Seki15|NL4-3 (Q148K)|RAL|exp:1|p~12,RAL,=,4000.0,nM,False
Seki15,ivsel:Seki15|NL4-3 (Q148K)|RAL|exp:1|p~16,RAL,=,4000.0,nM,False
Seki15,ivsel:Seki15|NL4-3 (Q148K)|RAL|exp:2|p~8,RAL,=,800.0,nM,False
Seki15,ivsel:Seki15|NL4-3 (Q148K)|RAL|exp:2|p~12,RAL,=,800.0,nM,False
Seki15,ivsel:Seki15|NL4-3 (Q148K)|RAL|exp:2|p~16,RAL,=,800.0,nM,False
Seki15,ivsel:Seki15|NL4-3 (Q148K)|RAL|exp:3|p~8,RAL,=,800.0,nM,False
Seki15,ivsel:Seki15|NL4-3 (Q148K)|RAL|exp:3|p~12,RAL,=,800.0,nM,False
Seki15,ivsel:Seki15|NL4-3 (Q148K)|RAL|exp:3|p~16,RAL,=,800.0,nM,False
Seki15,ivsel:Seki15|NL4-3 (Q148K)|EVG|exp:1|p~12,EVG,=,4000.0,nM,False
Seki15,ivsel:Seki15|NL4-3 (Q148K)|EVG|exp:1|p~16,EVG,=,4000.0,nM,False
Seki15,ivsel:Seki15|NL4-3 (Q148K)|EVG|exp:2|p~8,EVG,=,4000.0,nM,False
Seki15,ivsel:Seki15|NL4-3 (Q148K)|EVG|exp:2|p~12,EVG,=,4000.0,nM,False
Seki15,ivsel:Seki15|NL4-3 (Q148K)|EVG|exp:2|p~16,EVG,=,4000.0,nM,False
Seki15,ivsel:Seki15|NL4-3 (Q148K)|EVG|exp:3|p~8,EVG,=,800.0,nM,False
Seki15,ivsel:Seki15|NL4-3 (Q148K)|EVG|exp:3|p~12,EVG,=,800.0,nM,False
Seki15,ivsel:Seki15|NL4-3 (Q148K)|EVG|exp:3|p~16,EVG,=,800.0,nM,False
