ref_name,isolate_name,drug_name,concentration_cmp,concentration,concentration_unit,concentration_unknown
Oliveira18,ivsel:Oliveira18|96USSN20|CAB|exp:1|43-46w,CAB,=,0.5,µm,False
Oliveira18,ivsel:Oliveira18|Strain 5326|EVG|exp:1|8w,EVG,=,0.01,µm,False
Oliveira18,ivsel:Oliveira18|Strain 5326|EVG|exp:1|16w,EVG,=,0.05,µm,False
Oliveira18,ivsel:Oliveira18|Strain 5326|EVG|exp:1|24-30w,EVG,=,0.25,µm,False
Oliveira18,ivsel:Oliveira18|Strain 5326|EVG|exp:1|43-46w,EVG,=,1.0,µm,False
Oliveira18,ivsel:Oliveira18|96USSN20|EVG|exp:1|8w,EVG,=,0.01,µm,False
Oliveira18,ivsel:Oliveira18|96USSN20|EVG|exp:1|16w,EVG,=,1.0,µm,False
Oliveira18,ivsel:Oliveira18|96USSN20|EVG|exp:1|24-30w,EVG,=,2.5,µm,False
Oliveira18,ivsel:Oliveira18|96USSN20|EVG|exp:1|43-46w,EVG,=,2.5,µm,False
Oliveira18,ivsel:Oliveira18|Strain 14514|DTG|exp:1|46w,DTG,NULL,NULL,NULL,True
Oliveira18,ivsel:Oliveira18|Strain 14514|BIC|exp:1|46w,BIC,NULL,NULL,NULL,True
Oliveira18,ivsel:Oliveira18|Strain 14514|CAB|exp:1|46w,CAB,NULL,NULL,NULL,True
Oliveira18,ivsel:Oliveira18|Strain 14514|EVG|exp:1|26-40w,EVG,NULL,NULL,NULL,True
Oliveira18,ivsel:Oliveira18|Strain 14514|RAL|exp:1|26-40w,RAL,NULL,NULL,NULL,True
Oliveira18,ivsel:Oliveira18|Strain 10387|DTG|exp:1|46w,DTG,NULL,NULL,NULL,True
Oliveira18,ivsel:Oliveira18|Strain 10387|BIC|exp:1|46w,BIC,NULL,NULL,NULL,True
Oliveira18,ivsel:Oliveira18|Strain 10387|CAB|exp:1|46w,CAB,NULL,NULL,NULL,True
Oliveira18,ivsel:Oliveira18|Strain 10387|EVG|exp:1|26-40w,EVG,NULL,NULL,NULL,True
Oliveira18,ivsel:Oliveira18|Strain 10387|RAL|exp:1|26-40w,RAL,NULL,NULL,NULL,True
Oliveira18,ivsel:Oliveira18|Strain 10249|DTG|exp:1|46w,DTG,NULL,NULL,NULL,True
Oliveira18,ivsel:Oliveira18|Strain 10249|BIC|exp:1|46w,BIC,NULL,NULL,NULL,True
Oliveira18,ivsel:Oliveira18|Strain 10249|CAB|exp:1|46w,CAB,NULL,NULL,NULL,True
Oliveira18,ivsel:Oliveira18|Strain 10249|EVG|exp:1|26-40w,EVG,NULL,NULL,NULL,True
Oliveira18,ivsel:Oliveira18|Strain 10249|RAL|exp:1|26-40w,RAL,NULL,NULL,NULL,True
Oliveira18,ivsel:Oliveira18|Strain 14624|DTG|exp:1|46w,DTG,NULL,NULL,NULL,True
Oliveira18,ivsel:Oliveira18|Strain 14624|BIC|exp:1|46w,BIC,NULL,NULL,NULL,True
Oliveira18,ivsel:Oliveira18|Strain 14624|CAB|exp:1|46w,CAB,NULL,NULL,NULL,True
Oliveira18,ivsel:Oliveira18|Strain 14624|EVG|exp:1|26-40w,EVG,NULL,NULL,NULL,True
Oliveira18,ivsel:Oliveira18|Strain 14624|RAL|exp:1|26-40w,RAL,NULL,NULL,NULL,True
Oliveira18,ivsel:Oliveira18|Strain 14637|DTG|exp:1|46w,DTG,NULL,NULL,NULL,True
Oliveira18,ivsel:Oliveira18|Strain 14637|BIC|exp:1|46w,BIC,NULL,NULL,NULL,True
Oliveira18,ivsel:Oliveira18|Strain 14637|CAB|exp:1|46w,CAB,NULL,NULL,NULL,True
Oliveira18,ivsel:Oliveira18|Strain 14637|EVG|exp:1|26-40w,EVG,NULL,NULL,NULL,True
Oliveira18,ivsel:Oliveira18|Strain 14637|RAL|exp:1|26-40w,RAL,NULL,NULL,NULL,True
Oliveira18,ivsel:Oliveira18|Strain 14947|DTG|exp:1|46w,DTG,NULL,NULL,NULL,True
Oliveira18,ivsel:Oliveira18|Strain 14947|BIC|exp:1|46w,BIC,NULL,NULL,NULL,True
Oliveira18,ivsel:Oliveira18|Strain 14947|CAB|exp:1|46w,CAB,NULL,NULL,NULL,True
Oliveira18,ivsel:Oliveira18|Strain 14947|EVG|exp:1|26-40w,EVG,NULL,NULL,NULL,True
Oliveira18,ivsel:Oliveira18|Strain 14947|RAL|exp:1|26-40w,RAL,NULL,NULL,NULL,True
Oliveira18,ivsel:Oliveira18|Strain 5326|RAL|exp:1|26-40w,RAL,NULL,NULL,NULL,True
Oliveira18,ivsel:Oliveira18|Strain 4742|DTG|exp:1|46w,DTG,NULL,NULL,NULL,True
Oliveira18,ivsel:Oliveira18|Strain 4742|BIC|exp:1|46w,BIC,NULL,NULL,NULL,True
Oliveira18,ivsel:Oliveira18|Strain 4742|CAB|exp:1|46w,CAB,NULL,NULL,NULL,True
Oliveira18,ivsel:Oliveira18|Strain 4742|EVG|exp:1|26-40w,EVG,NULL,NULL,NULL,True
Oliveira18,ivsel:Oliveira18|Strain 4742|RAL|exp:1|26-40w,RAL,NULL,NULL,NULL,True
Oliveira18,ivsel:Oliveira18|Strain 10947|DTG|exp:1|46w,DTG,NULL,NULL,NULL,True
Oliveira18,ivsel:Oliveira18|Strain 10947|BIC|exp:1|46w,BIC,NULL,NULL,NULL,True
Oliveira18,ivsel:Oliveira18|Strain 10947|CAB|exp:1|46w,CAB,NULL,NULL,NULL,True
Oliveira18,ivsel:Oliveira18|Strain 10947|EVG|exp:1|26-40w,EVG,NULL,NULL,NULL,True
Oliveira18,ivsel:Oliveira18|Strain 10947|RAL|exp:1|26-40w,RAL,NULL,NULL,NULL,True
Oliveira18,ivsel:Oliveira18|Strain 6343|DTG|exp:1|46w,DTG,NULL,NULL,NULL,True
Oliveira18,ivsel:Oliveira18|Strain 6343|BIC|exp:1|46w,BIC,NULL,NULL,NULL,True
Oliveira18,ivsel:Oliveira18|Strain 6343|CAB|exp:1|46w,CAB,NULL,NULL,NULL,True
Oliveira18,ivsel:Oliveira18|Strain 6343|EVG|exp:1|26-40w,EVG,NULL,NULL,NULL,True
Oliveira18,ivsel:Oliveira18|Strain 6343|RAL|exp:1|26-40w,RAL,NULL,NULL,NULL,True
Oliveira18,ivsel:Oliveira18|Strain 14515|DTG|exp:1|46w,DTG,NULL,NULL,NULL,True
Oliveira18,ivsel:Oliveira18|Strain 14515|BIC|exp:1|46w,BIC,NULL,NULL,NULL,True
Oliveira18,ivsel:Oliveira18|Strain 14515|CAB|exp:1|46w,CAB,NULL,NULL,NULL,True
Oliveira18,ivsel:Oliveira18|Strain 14515|EVG|exp:1|26-40w,EVG,NULL,NULL,NULL,True
Oliveira18,ivsel:Oliveira18|Strain 14515|RAL|exp:1|26-40w,RAL,NULL,NULL,NULL,True
Oliveira18,ivsel:Oliveira18|96USSN20|RAL|exp:1|26-40w,RAL,NULL,NULL,NULL,True
Oliveira18,ivsel:Oliveira18|NL4-3|DTG|exp:1|46w,DTG,NULL,NULL,NULL,True
Oliveira18,ivsel:Oliveira18|NL4-3|BIC|exp:1|46w,BIC,NULL,NULL,NULL,True
Oliveira18,ivsel:Oliveira18|NL4-3|CAB|exp:1|46w,CAB,NULL,NULL,NULL,True
Oliveira18,ivsel:Oliveira18|NL4-3|EVG|exp:1|26-40w,EVG,NULL,NULL,NULL,True
Oliveira18,ivsel:Oliveira18|NL4-3|RAL|exp:1|26-40w,RAL,NULL,NULL,NULL,True
