ref_name,isolate_name,drug_name,concentration_cmp,concentration,concentration_unit,concentration_unknown
Oliveira14,ivsel:Oliveira14|pNL4-3|3TC|exp:1|6w,3TC,=,1.25,µM,False
Oliveira14,ivsel:Oliveira14|pNL4-3|3TC|exp:1|8w,3TC,=,5.0,µM,False
Oliveira14,ivsel:Oliveira14|pNL4-3|3TC|exp:1|11w,3TC,=,10.0,µM,False
Oliveira14,ivsel:Oliveira14|pNL4-3|3TC|exp:1|15w,3TC,=,10.0,µM,False
Oliveira14,ivsel:Oliveira14|pNL4-3|3TC|exp:1|25w,3TC,=,10.0,µM,False
Oliveira14,ivsel:Oliveira14|pNL4-3 (IN:H51Y)|3TC|exp:1|6w,3TC,=,0.625,µM,False
Oliveira14,ivsel:Oliveira14|pNL4-3 (IN:H51Y)|3TC|exp:1|8w,3TC,=,2.5,µM,False
Oliveira14,ivsel:Oliveira14|pNL4-3 (IN:H51Y)|3TC|exp:1|11w,3TC,=,5.0,µM,False
Oliveira14,ivsel:Oliveira14|pNL4-3 (IN:H51Y)|3TC|exp:1|15w,3TC,=,5.0,µM,False
Oliveira14,ivsel:Oliveira14|pNL4-3 (IN:H51Y)|3TC|exp:1|25w,3TC,=,10.0,µM,False
Oliveira14,ivsel:Oliveira14|pNL4-3 (IN:R263K)|3TC|exp:1|6w,3TC,=,0.625,µM,False
Oliveira14,ivsel:Oliveira14|pNL4-3 (IN:R263K)|3TC|exp:1|8w,3TC,=,0.625,µM,False
Oliveira14,ivsel:Oliveira14|pNL4-3 (IN:R263K)|3TC|exp:1|11w,3TC,=,1.25,µM,False
Oliveira14,ivsel:Oliveira14|pNL4-3 (IN:R263K)|3TC|exp:1|15w,3TC,=,1.25,µM,False
Oliveira14,ivsel:Oliveira14|pNL4-3 (IN:R263K)|3TC|exp:1|25w,3TC,=,5.0,µM,False
Oliveira14,ivsel:Oliveira14|pNL4-3 (IN:H51Y+IN:R263K)|3TC|exp:1|6w,3TC,=,0.156,µM,False
Oliveira14,ivsel:Oliveira14|pNL4-3 (IN:H51Y+IN:R263K)|3TC|exp:1|8w,3TC,=,0.312,µM,False
Oliveira14,ivsel:Oliveira14|pNL4-3 (IN:H51Y+IN:R263K)|3TC|exp:1|11w,3TC,=,0.312,µM,False
Oliveira14,ivsel:Oliveira14|pNL4-3 (IN:H51Y+IN:R263K)|3TC|exp:1|15w,3TC,=,0.312,µM,False
Oliveira14,ivsel:Oliveira14|pNL4-3 (IN:H51Y+IN:R263K)|3TC|exp:1|25w,3TC,=,1.25,µM,False
Oliveira14,ivsel:Oliveira14|pNL4-3 (IN:G118R)|3TC|exp:1|6w,3TC,=,0.156,µM,False
Oliveira14,ivsel:Oliveira14|pNL4-3 (IN:G118R)|3TC|exp:1|8w,3TC,=,0.156,µM,False
Oliveira14,ivsel:Oliveira14|pNL4-3 (IN:G118R)|3TC|exp:1|11w,3TC,=,0.156,µM,False
Oliveira14,ivsel:Oliveira14|pNL4-3 (IN:G118R)|3TC|exp:1|15w,3TC,=,0.156,µM,False
Oliveira14,ivsel:Oliveira14|pNL4-3 (IN:G118R)|3TC|exp:1|25w,3TC,=,0.312,µM,False
Oliveira14,ivsel:Oliveira14|pNL4-3 (IN:H51Y+IN:G118R)|3TC|exp:1|6w,3TC,=,0.312,µM,False
Oliveira14,ivsel:Oliveira14|pNL4-3 (IN:H51Y+IN:G118R)|3TC|exp:1|8w,3TC,=,0.312,µM,False
Oliveira14,ivsel:Oliveira14|pNL4-3 (IN:H51Y+IN:G118R)|3TC|exp:1|11w,3TC,=,0.312,µM,False
Oliveira14,ivsel:Oliveira14|pNL4-3 (IN:H51Y+IN:G118R)|3TC|exp:1|15w,3TC,=,0.312,µM,False
Oliveira14,ivsel:Oliveira14|pNL4-3 (IN:H51Y+IN:G118R)|3TC|exp:1|25w,3TC,=,0.312,µM,False
Oliveira14,ivsel:Oliveira14|pNL4-3|NVP|exp:1|6w,NVP,=,1.25,µM,False
Oliveira14,ivsel:Oliveira14|pNL4-3|NVP|exp:1|8w,NVP,=,5.0,µM,False
Oliveira14,ivsel:Oliveira14|pNL4-3|NVP|exp:1|11w,NVP,=,10.0,µM,False
Oliveira14,ivsel:Oliveira14|pNL4-3|NVP|exp:1|15w,NVP,=,10.0,µM,False
Oliveira14,ivsel:Oliveira14|pNL4-3|NVP|exp:1|25w,NVP,=,10.0,µM,False
Oliveira14,ivsel:Oliveira14|pNL4-3 (IN:H51Y)|NVP|exp:1|6w,NVP,=,1.25,µM,False
Oliveira14,ivsel:Oliveira14|pNL4-3 (IN:H51Y)|NVP|exp:1|8w,NVP,=,5.0,µM,False
Oliveira14,ivsel:Oliveira14|pNL4-3 (IN:H51Y)|NVP|exp:1|11w,NVP,=,10.0,µM,False
Oliveira14,ivsel:Oliveira14|pNL4-3 (IN:H51Y)|NVP|exp:1|15w,NVP,=,10.0,µM,False
Oliveira14,ivsel:Oliveira14|pNL4-3 (IN:H51Y)|NVP|exp:1|25w,NVP,=,10.0,µM,False
Oliveira14,ivsel:Oliveira14|pNL4-3 (IN:R263K)|NVP|exp:1|6w,NVP,=,1.25,µM,False
Oliveira14,ivsel:Oliveira14|pNL4-3 (IN:R263K)|NVP|exp:1|8w,NVP,=,1.25,µM,False
Oliveira14,ivsel:Oliveira14|pNL4-3 (IN:R263K)|NVP|exp:1|11w,NVP,=,5.0,µM,False
Oliveira14,ivsel:Oliveira14|pNL4-3 (IN:R263K)|NVP|exp:1|15w,NVP,=,10.0,µM,False
Oliveira14,ivsel:Oliveira14|pNL4-3 (IN:R263K)|NVP|exp:1|25w,NVP,=,10.0,µM,False
Oliveira14,ivsel:Oliveira14|pNL4-3 (IN:H51Y+IN:R263K)|NVP|exp:1|6w,NVP,=,1.25,µM,False
Oliveira14,ivsel:Oliveira14|pNL4-3 (IN:H51Y+IN:R263K)|NVP|exp:1|8w,NVP,=,2.5,µM,False
Oliveira14,ivsel:Oliveira14|pNL4-3 (IN:H51Y+IN:R263K)|NVP|exp:1|11w,NVP,=,10.0,µM,False
Oliveira14,ivsel:Oliveira14|pNL4-3 (IN:H51Y+IN:R263K)|NVP|exp:1|15w,NVP,=,10.0,µM,False
Oliveira14,ivsel:Oliveira14|pNL4-3 (IN:H51Y+IN:R263K)|NVP|exp:1|25w,NVP,=,10.0,µM,False
Oliveira14,ivsel:Oliveira14|pNL4-3 (IN:G118R)|NVP|exp:1|6w,NVP,=,0.625,µM,False
Oliveira14,ivsel:Oliveira14|pNL4-3 (IN:G118R)|NVP|exp:1|8w,NVP,=,1.25,µM,False
Oliveira14,ivsel:Oliveira14|pNL4-3 (IN:G118R)|NVP|exp:1|11w,NVP,=,1.25,µM,False
Oliveira14,ivsel:Oliveira14|pNL4-3 (IN:G118R)|NVP|exp:1|15w,NVP,=,1.25,µM,False
Oliveira14,ivsel:Oliveira14|pNL4-3 (IN:G118R)|NVP|exp:1|25w,NVP,=,10.0,µM,False
Oliveira14,ivsel:Oliveira14|pNL4-3 (IN:H51Y+IN:G118R)|NVP|exp:1|6w,NVP,=,0.312,µM,False
Oliveira14,ivsel:Oliveira14|pNL4-3 (IN:H51Y+IN:G118R)|NVP|exp:1|8w,NVP,=,0.312,µM,False
Oliveira14,ivsel:Oliveira14|pNL4-3 (IN:H51Y+IN:G118R)|NVP|exp:1|11w,NVP,=,0.312,µM,False
Oliveira14,ivsel:Oliveira14|pNL4-3 (IN:H51Y+IN:G118R)|NVP|exp:1|15w,NVP,=,1.25,µM,False
Oliveira14,ivsel:Oliveira14|pNL4-3 (IN:H51Y+IN:G118R)|NVP|exp:1|25w,NVP,=,10.0,µM,False
