ref_name,isolate_name,drug_name,concentration_cmp,concentration,concentration_unit,concentration_unknown
Oliveira16,ivsel:Oliveira16|pNL4-3|DTG|exp:1|12w,DTG,=,10.0,nM,False
Oliveira16,ivsel:Oliveira16|pNL4-3|DTG|exp:1|17w,DTG,=,25.0,nM,False
Oliveira16,ivsel:Oliveira16|pNL4-3|DTG|exp:1|22w,DTG,=,25.0,nM,False
Oliveira16,ivsel:Oliveira16|pNL4-3|EVG|exp:1|12w,EVG,=,100.0,nM,False
Oliveira16,ivsel:Oliveira16|pNL4-3|EVG|exp:1|22w,EVG,=,1000.0,nM,False
Oliveira16,ivsel:Oliveira16|pNL4-3|RAL|exp:1|12w,RAL,=,100.0,nM,False
Oliveira16,ivsel:Oliveira16|pNL4-3|RAL|exp:1|22w,RAL,=,2500.0,nM,False
Oliveira16,ivsel:Oliveira16|NL4-3 (M184I)|DTG|exp:1|12w,DTG,=,10.0,nM,False
Oliveira16,ivsel:Oliveira16|NL4-3 (M184I)|DTG|exp:1|22w,DTG,=,25.0,nM,False
Oliveira16,ivsel:Oliveira16|NL4-3 (M184I)|DTG|exp:1|26w,DTG,=,25.0,nM,False
Oliveira16,ivsel:Oliveira16|NL4-3 (M184I)|EVG|exp:1|12w,EVG,=,5.0,nM,False
Oliveira16,ivsel:Oliveira16|NL4-3 (M184I)|EVG|exp:1|22w,EVG,=,5.0,nM,False
Oliveira16,ivsel:Oliveira16|NL4-3 (M184I)|RAL|exp:1|12w,RAL,=,10.0,nM,False
Oliveira16,ivsel:Oliveira16|NL4-3 (M184I)|RAL|exp:1|22w,RAL,=,10.0,nM,False
Oliveira16,ivsel:Oliveira16|NL4-3 (M184V)|DTG|exp:1|12w,DTG,=,10.0,nM,False
Oliveira16,ivsel:Oliveira16|NL4-3 (M184V)|DTG|exp:1|22w,DTG,=,25.0,nM,False
Oliveira16,ivsel:Oliveira16|NL4-3 (M184V)|DTG|exp:1|26w,DTG,=,25.0,nM,False
Oliveira16,ivsel:Oliveira16|NL4-3 (M184V)|EVG|exp:1|12w,EVG,=,25.0,nM,False
Oliveira16,ivsel:Oliveira16|NL4-3 (M184V)|EVG|exp:1|22w,EVG,=,500.0,nM,False
Oliveira16,ivsel:Oliveira16|NL4-3 (M184V)|RAL|exp:1|12w,RAL,=,50.0,nM,False
Oliveira16,ivsel:Oliveira16|NL4-3 (M184V)|RAL|exp:1|22w,RAL,=,1000.0,nM,False
Oliveira16,ivsel:Oliveira16|NL4-3 (K65R)|DTG|exp:1|12w,DTG,=,10.0,nM,False
Oliveira16,ivsel:Oliveira16|NL4-3 (K65R)|DTG|exp:1|22w,DTG,=,10.0,nM,False
Oliveira16,ivsel:Oliveira16|NL4-3 (K65R)|DTG|exp:1|26w,DTG,=,10.0,nM,False
Oliveira16,ivsel:Oliveira16|NL4-3 (K65R)|EVG|exp:1|12w,EVG,=,50.0,nM,False
Oliveira16,ivsel:Oliveira16|NL4-3 (K65R)|EVG|exp:1|22w,EVG,=,100.0,nM,False
Oliveira16,ivsel:Oliveira16|NL4-3 (K65R)|RAL|exp:1|12w,RAL,=,10.0,nM,False
Oliveira16,ivsel:Oliveira16|NL4-3 (K65R)|RAL|exp:1|22w,RAL,=,50.0,nM,False
Oliveira16,ivsel:Oliveira16|NL4-3 (K65R)|RAL|exp:1|26w,RAL,=,50.0,nM,False
