ref_name,isolate_name,drug_name,concentration_cmp,concentration,concentration_unit,concentration_unknown
Tisdale95,ivsel:Tisdale95|HXB2|A-77003|exp:1|p2,A-77003,=,1500.0,nM,False
Tisdale95,ivsel:Tisdale95|HXB2|A-77003|exp:1|p5,A-77003,=,6000.0,nM,False
Tisdale95,ivsel:Tisdale95|HXB2|A-77003|exp:1|p6,A-77003,=,12000.0,nM,False
Tisdale95,ivsel:Tisdale95|HXB2|XM323|exp:1|p1,XM323,=,800.0,nM,False
Tisdale95,ivsel:Tisdale95|HXB2|XM323|exp:1|p4,XM323,=,6400.0,nM,False
Tisdale95,ivsel:Tisdale95|HXB2|XM323|exp:1|p6,XM323,=,25600.0,nM,False
Tisdale95,ivsel:Tisdale95|HXB2|SQV|exp:1|p4,SQV,=,320.0,nM,False
Tisdale95,ivsel:Tisdale95|HXB2|SQV|exp:1|p6,SQV,=,1280.0,nM,False
Tisdale95,ivsel:Tisdale95|RTMC|SQV|exp:1|p3,SQV,=,160.0,nM,False
Tisdale95,ivsel:Tisdale95|RTMC|SQV|exp:1|p5,SQV,=,640.0,nM,False
Tisdale95,ivsel:Tisdale95|RTMC|SQV|exp:1|p6,SQV,=,1280.0,nM,False
Tisdale95,ivsel:Tisdale95|HXB2|APV|exp:1|p2,APV,=,400.0,nM,False
Tisdale95,ivsel:Tisdale95|HXB2|APV|exp:1|p4,APV,=,800.0,nM,False
Tisdale95,ivsel:Tisdale95|HXB2|APV|exp:1|p6,APV,=,1600.0,nM,False
Tisdale95,ivsel:Tisdale95|HXB2|IDV|exp:1|p3,IDV,=,160.0,nM,False
Tisdale95,ivsel:Tisdale95|HXB2|IDV|exp:1|p5,IDV,=,320.0,nM,False
Tisdale95,ivsel:Tisdale95|HXB2|IDV|exp:1|p6,IDV,=,640.0,nM,False
Tisdale95,ivsel:Tisdale95|HXB2|IDV|exp:1|p8,IDV,=,2560.0,nM,False
