ref_name,isolate_name,drug_name,concentration_cmp,concentration,concentration_unit,concentration_unknown
Azijn10,ivsel:Azijn10|r13816|exp:1|69d,RPV,=,10.0,nM,False
Azijn10,ivsel:Azijn10|r13816|exp:2|109d,RPV,=,40.0,nM,False
Azijn10,ivsel:Azijn10|r13817|exp:1|107d,RPV,=,40.0,nM,False
Azijn10,ivsel:Azijn10|r13817|exp:1|293d,RPV,=,5000.0,nM,False
Azijn10,ivsel:Azijn10|r13813|exp:1|108d,RPV,=,40.0,nM,False
Azijn10,ivsel:Azijn10|IIIB|exp:1|69d,RPV,=,80.0,nM,False
Azijn10,ivsel:Azijn10|IIIB|exp:1|90d,RPV,=,600.0,nM,False
Azijn10,ivsel:Azijn10|IIIB|exp:1|121d,RPV,=,5000.0,nM,False
Azijn10,ivsel:Azijn10|IIIB|exp:2|66d,RPV,=,62.0,nM,False
Azijn10,ivsel:Azijn10|IIIB|exp:2|108d,RPV,=,4000.0,nM,False
Azijn10,ivsel:Azijn10|IIIB|exp:2|122d,RPV,=,16000.0,nM,False
Azijn10,ivsel:Azijn10|IIIB|exp:3|34d,RPV,=,62.0,nM,False
Azijn10,ivsel:Azijn10|IIIB|exp:3|59d,RPV,=,4000.0,nM,False
Azijn10,ivsel:Azijn10|IIIB|exp:4|34d,RPV,=,5.0,nM,False
Azijn10,ivsel:Azijn10|IIIB|exp:4|62d,RPV,=,80.0,nM,False
Azijn10,ivsel:Azijn10|IIIB|exp:4|90d,RPV,=,1500.0,nM,False
Azijn10,ivsel:Azijn10|IIIB|exp:5|32d,RPV,=,40.0,nM,False
Azijn10,ivsel:Azijn10|IIIB|exp:5|52d,RPV,=,200.0,nM,False
Azijn10,ivsel:Azijn10|IIIB|exp:5|70d,RPV,=,5000.0,nM,False
Azijn10,ivsel:Azijn10|IIIB|exp:6|116d,RPV,=,2000.0,nM,False
Azijn10,ivsel:Azijn10|v071130|exp:1|128d,RPV,=,80.0,nM,False
Azijn10,ivsel:Azijn10|v071130|exp:1|276d,RPV,=,5000.0,nM,False
Azijn10,ivsel:Azijn10|v071038|exp:1|93d,RPV,=,80.0,nM,False
Azijn10,ivsel:Azijn10|v071038|exp:1|139d,RPV,=,3000.0,nM,False
Azijn10,ivsel:Azijn10|v071038|exp:1|163d,RPV,=,5000.0,nM,False
Azijn10,ivsel:Azijn10|SM041|exp:1|90d,RPV,=,40.0,nM,False
Azijn10,ivsel:Azijn10|SM041|exp:1|160d,RPV,=,150.0,nM,False
Azijn10,ivsel:Azijn10|SM041|exp:1|212d,RPV,=,5000.0,nM,False
Azijn10,ivsel:Azijn10|SM051|exp:1|93d,RPV,=,5000.0,nM,False
Azijn10,ivsel:Azijn10|SM052|exp:1|118d,RPV,=,5000.0,nM,False
Azijn10,ivsel:Azijn10|SDM020001|exp:1|161d,RPV,=,5000.0,nM,False
Azijn10,ivsel:Azijn10|SDM020059|exp:1|171d,RPV,=,5000.0,nM,False
Azijn10,ivsel:Azijn10|r9602|exp:1|28d,RPV,=,40.0,nM,False
Azijn10,ivsel:Azijn10|r9602|exp:1|52d,RPV,=,200.0,nM,False
Azijn10,ivsel:Azijn10|r9602|exp:1|63d,RPV,=,1000.0,nM,False
Azijn10,ivsel:Azijn10|r9602|exp:2|74d,RPV,=,1000.0,nM,False
Azijn10,ivsel:Azijn10|r9602|exp:2|109d,RPV,=,10000.0,nM,False
