isolate_name,gene,genbank_accn
ivsel:Wu15|3TC|exp:1a|p15,RT,NULL
ivsel:Wu15|3TC|exp:1b|p15,RT,NULL
ivsel:Brenner21|Strain 14637|DOR|exp:1|8w,RT,NULL
ivsel:Brenner21|Strain 14969|DOR|exp:1|8w,RT,NULL
ivsel:Brenner21|Strain 5326|DOR|exp:1|8w,RT,NULL
ivsel:Brenner21|Strain 4742|DOR|exp:1|8w,RT,NULL
ivsel:Brenner21|96USSN20|DOR|exp:1|8w,RT,NULL
ivsel:Brenner21|pNL4-3|DOR|exp:1|8w,RT,NULL
ivsel:Brenner21|Strain 14637|DOR|exp:1|24w,RT,NULL
ivsel:Brenner21|Strain 14969|DOR|exp:1|24w,RT,NULL
ivsel:Brenner21|Strain 5326|DOR|exp:1|24w,RT,NULL
ivsel:Brenner21|Strain 4742|DOR|exp:1|24w,RT,NULL
ivsel:Brenner21|Strain 6343|DOR|exp:1|24w,RT,NULL
ivsel:Brenner21|96USSN20|DOR|exp:1|24w,RT,NULL
ivsel:Brenner21|pNL4-3|DOR|exp:1|24w,RT,NULL
ivsel:Brenner21|Strain 14637|DOR+Islatravir|exp:1|24w,RT,NULL
ivsel:Brenner21|Strain 14969|DOR+Islatravir|exp:1|24w,RT,NULL
ivsel:Brenner21|Strain 5326|DOR+Islatravir|exp:1|24w,RT,NULL
ivsel:Brenner21|Strain 4742|DOR+Islatravir|exp:1|24w,RT,NULL
ivsel:Brenner21|96USSN20|DOR+Islatravir|exp:1|24w,RT,NULL
ivsel:Brenner21|pNL4-3|DOR+Islatravir|exp:1|24w,RT,NULL
ivsel:Brenner21|Strain 14637|DOR+3TC|exp:1|8w,RT,NULL
ivsel:Brenner21|Strain 5326|DOR+3TC|exp:1|8w,RT,NULL
ivsel:Brenner21|pNL4-3|DOR+3TC|exp:1|8w,RT,NULL
ivsel:Brenner21|Strain 14637|DOR+3TC|exp:1|24w,RT,NULL
ivsel:Brenner21|Strain 5326|DOR+3TC|exp:1|24w,RT,NULL
ivsel:Brenner21|Strain 4742|DOR+3TC|exp:1|24w,RT,NULL
ivsel:Brenner21|Strain 6343|DOR+3TC|exp:1|24w,RT,NULL
ivsel:Brenner21|96USSN20|DOR+3TC|exp:1|24w,RT,NULL
ivsel:Brenner21|pNL4-3|DOR+3TC|exp:1|24w,RT,NULL
ivsel:Brenner21|Strain 5326|RPV|exp:1|8w,RT,NULL
ivsel:Brenner21|96USSN20|RPV|exp:1|8w,RT,NULL
ivsel:Brenner21|pNL4-3|RPV|exp:1|8w,RT,NULL
ivsel:Brenner21|Strain 14637|RPV|exp:1|24w,RT,NULL
ivsel:Brenner21|Strain 14969|RPV|exp:1|24w,RT,NULL
ivsel:Brenner21|Strain 5326|RPV|exp:1|24w,RT,NULL
ivsel:Brenner21|Strain 4742|RPV|exp:1|24w,RT,NULL
ivsel:Brenner21|Strain 6343|RPV|exp:1|24w,RT,NULL
ivsel:Brenner21|96USSN20|RPV|exp:1|24w,RT,NULL
ivsel:Brenner21|pNL4-3|RPV|exp:1|24w,RT,NULL
ivsel:Brenner21|Strain 14969|RPV+Islatravir|exp:1|8w,RT,NULL
ivsel:Brenner21|96USSN20|RPV+Islatravir|exp:1|8w,RT,NULL
ivsel:Brenner21|Strain 14637|RPV+Islatravir|exp:1|24w,RT,NULL
ivsel:Brenner21|Strain 14969|RPV+Islatravir|exp:1|24w,RT,NULL
ivsel:Brenner21|Strain 4742|RPV+Islatravir|exp:1|24w,RT,NULL
ivsel:Brenner21|Strain 6343|RPV+Islatravir|exp:1|24w,RT,NULL
ivsel:Brenner21|96USSN20|RPV+Islatravir|exp:1|24w,RT,NULL
ivsel:Brenner21|pNL4-3|RPV+Islatravir|exp:1|24w,RT,NULL
ivsel:Brenner21|Strain 14969|RPV+3TC|exp:1|8w,RT,NULL
ivsel:Brenner21|Strain 5326|RPV+3TC|exp:1|8w,RT,NULL
ivsel:Brenner21|Strain 6343|RPV+3TC|exp:1|8w,RT,NULL
ivsel:Brenner21|96USSN20|RPV+3TC|exp:1|8w,RT,NULL
ivsel:Brenner21|Strain 14637|RPV+3TC|exp:1|24w,RT,NULL
ivsel:Brenner21|Strain 14969|RPV+3TC|exp:1|24w,RT,NULL
ivsel:Brenner21|Strain 5326|RPV+3TC|exp:1|24w,RT,NULL
ivsel:Brenner21|Strain 4742|RPV+3TC|exp:1|24w,RT,NULL
ivsel:Brenner21|Strain 6343|RPV+3TC|exp:1|24w,RT,NULL
ivsel:Brenner21|96USSN20|RPV+3TC|exp:1|24w,RT,NULL
ivsel:Brenner21|pNL4-3|RPV+3TC|exp:1|24w,RT,NULL
BK132,RT,NULL
BK132,IN,NULL
ivsel:Asahchop11|BK132|ETR|exp:1|11-13w,RT,NULL
ivsel:Asahchop11|Strain 5326|ETR|exp:1|11-13w,RT,NULL
Strain 5331,RT,NULL
Strain 5331,IN,NULL
ivsel:Asahchop11|Strain 5331|ETR|exp:1|11-13w,RT,NULL
Strain 6383,RT,NULL
ivsel:Asahchop11|Strain 6383|ETR|exp:1|11-13w,RT,NULL
Strain 6399,RT,NULL
Strain 6399,IN,NULL
ivsel:Asahchop11|Strain 6399|ETR|exp:1|11-13w,RT,NULL
Mole 03,RT,NULL
ivsel:Asahchop11|Mole 03|ETR|exp:1|11-13w,RT,NULL
BG 05,RT,NULL
ivsel:Asahchop11|BG 05|ETR|exp:1|11-13w,RT,NULL
Strain 10680,RT,NULL
ivsel:Asahchop11|Strain 10680|ETR|exp:1|11-13w,RT,NULL
ivsel:Asahchop11|BK132|ETR|exp:1|18-20w,RT,NULL
ivsel:Asahchop11|Strain 5326|ETR|exp:1|18-20w,RT,NULL
ivsel:Asahchop11|Strain 5331|ETR|exp:1|18-20w,RT,NULL
ivsel:Asahchop11|Strain 6383|ETR|exp:1|18-20w,RT,NULL
ivsel:Asahchop11|Strain 6399|ETR|exp:1|18-20w,RT,NULL
ivsel:Asahchop11|Mole 03|ETR|exp:1|18-20w,RT,NULL
ivsel:Asahchop11|BG 05|ETR|exp:1|18-20w,RT,NULL
ivsel:Asahchop11|Strain 10680|ETR|exp:1|18-20w,RT,NULL
ivsel:Asahchop11|BK132|ETR|exp:1|25-30w,RT,NULL
ivsel:Asahchop11|Strain 5326|ETR|exp:1|25-30w,RT,NULL
ivsel:Asahchop11|Strain 5331|ETR|exp:1|25-30w,RT,NULL
ivsel:Asahchop11|Strain 6383|ETR|exp:1|25-30w,RT,NULL
ivsel:Asahchop11|Strain 6399|ETR|exp:1|25-30w,RT,NULL
ivsel:Asahchop11|Mole 03|ETR|exp:1|25-30w,RT,NULL
ivsel:Asahchop11|BG 05|ETR|exp:1|25-30w,RT,NULL
ivsel:Asahchop11|Strain 10680|ETR|exp:1|25-30w,RT,NULL
ivsel:Asahchop11|BK132|EFV|exp:1|11-13w,RT,NULL
ivsel:Asahchop11|Strain 5326|EFV|exp:1|11-13w,RT,NULL
ivsel:Asahchop11|Strain 5331|EFV|exp:1|11-13w,RT,NULL
ivsel:Asahchop11|Strain 6383|EFV|exp:1|11-13w,RT,NULL
ivsel:Asahchop11|Strain 6399|EFV|exp:1|11-13w,RT,NULL
ivsel:Asahchop11|Mole 03|EFV|exp:1|11-13w,RT,NULL
ivsel:Asahchop11|BG 05|EFV|exp:1|11-13w,RT,NULL
ivsel:Asahchop11|Strain 10680|EFV|exp:1|11-13w,RT,NULL
ivsel:Asahchop11|BK132|EFV|exp:1|18-20w,RT,NULL
ivsel:Asahchop11|Strain 5326|EFV|exp:1|18-20w,RT,NULL
ivsel:Asahchop11|Strain 5331|EFV|exp:1|18-20w,RT,NULL
ivsel:Asahchop11|Strain 6383|EFV|exp:1|18-20w,RT,NULL
ivsel:Asahchop11|Strain 6399|EFV|exp:1|18-20w,RT,NULL
ivsel:Asahchop11|Mole 03|EFV|exp:1|18-20w,RT,NULL
ivsel:Asahchop11|BG 05|EFV|exp:1|18-20w,RT,NULL
ivsel:Asahchop11|Strain 10680|EFV|exp:1|18-20w,RT,NULL
ivsel:Asahchop11|BK132|EFV|exp:1|25-30w,RT,NULL
ivsel:Asahchop11|Strain 5326|EFV|exp:1|25-30w,RT,NULL
ivsel:Asahchop11|Strain 5331|EFV|exp:1|25-30w,RT,NULL
ivsel:Asahchop11|Strain 6383|EFV|exp:1|25-30w,RT,NULL
ivsel:Asahchop11|Strain 6399|EFV|exp:1|25-30w,RT,NULL
ivsel:Asahchop11|Mole 03|EFV|exp:1|25-30w,RT,NULL
ivsel:Asahchop11|BG 05|EFV|exp:1|25-30w,RT,NULL
ivsel:Asahchop11|Strain 10680|EFV|exp:1|25-30w,RT,NULL
ivsel:Lacey94|HXB2|exp:1,RT,NULL
ivsel:Lacey94|RTMC|exp:1,RT,NULL
ivsel:Gao93|exp:1,RT,NULL
ivsel:Shimura08|exp:1|p12,IN,NULL
ivsel:Shimura08|exp:1|p32,IN,NULL
ivsel:Shimura08|exp:1|p48,IN,NULL
ivsel:Shimura08|exp:1|p54,IN,NULL
ivsel:Shimura08|exp:1|p64,IN,NULL
ivsel:Shimura08|exp:1|p80,IN,NULL
ivsel:Shimura08|exp:2|p30,IN,NULL
ivsel:Shimura08|exp:2|p38,IN,NULL
ivsel:Shimura08|exp:2|p60,IN,NULL
ivsel:Shimura08|exp:2|p70,IN,NULL
ivsel:Shimura08|exp:2|p80,IN,NULL
ivsel:Oliveira14|pNL4-3|3TC|exp:1|6w,RT,NULL
ivsel:Oliveira14|pNL4-3|3TC|exp:1|8w,RT,NULL
ivsel:Oliveira14|pNL4-3|3TC|exp:1|11w,RT,NULL
ivsel:Oliveira14|pNL4-3|3TC|exp:1|15w,RT,NULL
ivsel:Oliveira14|pNL4-3|3TC|exp:1|25w,RT,NULL
pNL4-3 (IN:H51Y),RT,NULL
pNL4-3 (IN:H51Y),IN,NULL
ivsel:Oliveira14|pNL4-3 (IN:H51Y)|3TC|exp:1|6w,RT,NULL
ivsel:Oliveira14|pNL4-3 (IN:H51Y)|3TC|exp:1|8w,RT,NULL
ivsel:Oliveira14|pNL4-3 (IN:H51Y)|3TC|exp:1|11w,RT,NULL
ivsel:Oliveira14|pNL4-3 (IN:H51Y)|3TC|exp:1|15w,RT,NULL
ivsel:Oliveira14|pNL4-3 (IN:H51Y)|3TC|exp:1|25w,RT,NULL
pNL4-3 (IN:R263K),RT,NULL
pNL4-3 (IN:R263K),IN,NULL
ivsel:Oliveira14|pNL4-3 (IN:R263K)|3TC|exp:1|6w,RT,NULL
ivsel:Oliveira14|pNL4-3 (IN:R263K)|3TC|exp:1|8w,RT,NULL
ivsel:Oliveira14|pNL4-3 (IN:R263K)|3TC|exp:1|11w,RT,NULL
ivsel:Oliveira14|pNL4-3 (IN:R263K)|3TC|exp:1|15w,RT,NULL
ivsel:Oliveira14|pNL4-3 (IN:R263K)|3TC|exp:1|25w,RT,NULL
pNL4-3 (IN:H51Y+IN:R263K),RT,NULL
pNL4-3 (IN:H51Y+IN:R263K),IN,NULL
ivsel:Oliveira14|pNL4-3 (IN:H51Y+IN:R263K)|3TC|exp:1|6w,RT,NULL
ivsel:Oliveira14|pNL4-3 (IN:H51Y+IN:R263K)|3TC|exp:1|8w,RT,NULL
ivsel:Oliveira14|pNL4-3 (IN:H51Y+IN:R263K)|3TC|exp:1|11w,RT,NULL
ivsel:Oliveira14|pNL4-3 (IN:H51Y+IN:R263K)|3TC|exp:1|15w,RT,NULL
ivsel:Oliveira14|pNL4-3 (IN:H51Y+IN:R263K)|3TC|exp:1|25w,RT,NULL
pNL4-3 (IN:G118R),RT,NULL
pNL4-3 (IN:G118R),IN,NULL
ivsel:Oliveira14|pNL4-3 (IN:G118R)|3TC|exp:1|6w,RT,NULL
ivsel:Oliveira14|pNL4-3 (IN:G118R)|3TC|exp:1|8w,RT,NULL
ivsel:Oliveira14|pNL4-3 (IN:G118R)|3TC|exp:1|11w,RT,NULL
ivsel:Oliveira14|pNL4-3 (IN:G118R)|3TC|exp:1|15w,RT,NULL
ivsel:Oliveira14|pNL4-3 (IN:G118R)|3TC|exp:1|25w,RT,NULL
pNL4-3 (IN:H51Y+IN:G118R),RT,NULL
pNL4-3 (IN:H51Y+IN:G118R),IN,NULL
ivsel:Oliveira14|pNL4-3 (IN:H51Y+IN:G118R)|3TC|exp:1|6w,RT,NULL
ivsel:Oliveira14|pNL4-3 (IN:H51Y+IN:G118R)|3TC|exp:1|8w,RT,NULL
ivsel:Oliveira14|pNL4-3 (IN:H51Y+IN:G118R)|3TC|exp:1|11w,RT,NULL
ivsel:Oliveira14|pNL4-3 (IN:H51Y+IN:G118R)|3TC|exp:1|15w,RT,NULL
ivsel:Oliveira14|pNL4-3 (IN:H51Y+IN:G118R)|3TC|exp:1|25w,RT,NULL
ivsel:Oliveira14|pNL4-3|NVP|exp:1|6w,RT,NULL
ivsel:Oliveira14|pNL4-3|NVP|exp:1|8w,RT,NULL
ivsel:Oliveira14|pNL4-3|NVP|exp:1|11w,RT,NULL
ivsel:Oliveira14|pNL4-3|NVP|exp:1|15w,RT,NULL
ivsel:Oliveira14|pNL4-3|NVP|exp:1|25w,RT,NULL
ivsel:Oliveira14|pNL4-3 (IN:H51Y)|NVP|exp:1|6w,RT,NULL
ivsel:Oliveira14|pNL4-3 (IN:H51Y)|NVP|exp:1|8w,RT,NULL
ivsel:Oliveira14|pNL4-3 (IN:H51Y)|NVP|exp:1|11w,RT,NULL
ivsel:Oliveira14|pNL4-3 (IN:H51Y)|NVP|exp:1|15w,RT,NULL
ivsel:Oliveira14|pNL4-3 (IN:H51Y)|NVP|exp:1|25w,RT,NULL
ivsel:Oliveira14|pNL4-3 (IN:R263K)|NVP|exp:1|6w,RT,NULL
ivsel:Oliveira14|pNL4-3 (IN:R263K)|NVP|exp:1|8w,RT,NULL
ivsel:Oliveira14|pNL4-3 (IN:R263K)|NVP|exp:1|11w,RT,NULL
ivsel:Oliveira14|pNL4-3 (IN:R263K)|NVP|exp:1|15w,RT,NULL
ivsel:Oliveira14|pNL4-3 (IN:R263K)|NVP|exp:1|25w,RT,NULL
ivsel:Oliveira14|pNL4-3 (IN:H51Y+IN:R263K)|NVP|exp:1|6w,RT,NULL
ivsel:Oliveira14|pNL4-3 (IN:H51Y+IN:R263K)|NVP|exp:1|8w,RT,NULL
ivsel:Oliveira14|pNL4-3 (IN:H51Y+IN:R263K)|NVP|exp:1|11w,RT,NULL
ivsel:Oliveira14|pNL4-3 (IN:H51Y+IN:R263K)|NVP|exp:1|15w,RT,NULL
ivsel:Oliveira14|pNL4-3 (IN:H51Y+IN:R263K)|NVP|exp:1|25w,RT,NULL
ivsel:Oliveira14|pNL4-3 (IN:G118R)|NVP|exp:1|6w,RT,NULL
ivsel:Oliveira14|pNL4-3 (IN:G118R)|NVP|exp:1|8w,RT,NULL
ivsel:Oliveira14|pNL4-3 (IN:G118R)|NVP|exp:1|11w,RT,NULL
ivsel:Oliveira14|pNL4-3 (IN:G118R)|NVP|exp:1|15w,RT,NULL
ivsel:Oliveira14|pNL4-3 (IN:G118R)|NVP|exp:1|25w,RT,NULL
ivsel:Oliveira14|pNL4-3 (IN:H51Y+IN:G118R)|NVP|exp:1|6w,RT,NULL
ivsel:Oliveira14|pNL4-3 (IN:H51Y+IN:G118R)|NVP|exp:1|8w,RT,NULL
ivsel:Oliveira14|pNL4-3 (IN:H51Y+IN:G118R)|NVP|exp:1|11w,RT,NULL
ivsel:Oliveira14|pNL4-3 (IN:H51Y+IN:G118R)|NVP|exp:1|15w,RT,NULL
ivsel:Oliveira14|pNL4-3 (IN:H51Y+IN:G118R)|NVP|exp:1|25w,RT,NULL
ivsel:Wainberg99|exp:1,RT,NULL
ivsel:Link20|exp:1|dose:0.8nM,CA,NULL
ivsel:Link20|exp:1|dose:6.4nM,CA,NULL
ivsel:Link20|exp:1|dose:51.2nM,CA,NULL
ivsel:Link20|exp:1|dose:0.92nM,CA,NULL
ivsel:Link20|exp:2|dose:0.92nM,CA,NULL
ivsel:Link20|exp:3|dose:0.92nM,CA,NULL
ivsel:Link20|exp:4|dose:0.92nM,CA,NULL
ivsel:Link20|exp:5|dose:0.92nM,CA,NULL
ivsel:Link20|exp:1|dose:1.9nM,CA,NULL
ivsel:Link20|exp:1|dose:3.7nM,CA,NULL
ivsel:Link20|exp:2|dose:3.7nM,CA,NULL
ivsel:Link20|exp:3|dose:3.7nM,CA,NULL
ivsel:Hombrouck08|exp:1|p20,IN,NULL
ivsel:Hombrouck08|exp:1|p40,IN,NULL
ivsel:Hombrouck08|exp:1|p50,IN,NULL
ivsel:Hombrouck08|exp:1|p60,IN,NULL
ivsel:Mo03|exp:1|p6|~36d,PR,NULL
ivsel:Mo03|exp:1|p7|~42d,PR,NULL
ivsel:Mo03|exp:1|p9|~54d,PR,NULL
ivsel:Mo03|exp:1|p11|~66d,PR,NULL
ivsel:Mo03|exp:1|p17|~102d,PR,NULL
ivsel:Mo03|exp:1|p25|~150d,PR,NULL
ivsel:Mo03|exp:1|p8|~46d,PR,NULL
ivsel:Mo03|exp:1|p9|~52d,PR,NULL
ivsel:Mo03|exp:1|p11|~63d,PR,NULL
ivsel:Mo03|exp:1|p17|~98d,PR,NULL
ivsel:Mo03|exp:1|p26|~150d,PR,NULL
ivsel:Mo03|exp:1|p7|~44d,PR,NULL
ivsel:Mo03|exp:1|p9|~56d,PR,NULL
ivsel:Mo03|exp:1|p11|~69d,PR,NULL
ivsel:Mo03|exp:1|p17|~106d,PR,NULL
ivsel:Mo03|exp:1|p24|~150d,PR,NULL
ivsel:Tisdale97|exp:1|p4,RT,NULL
ivsel:Tisdale97|exp:1|p6,RT,NULL
ivsel:Tisdale97|exp:2|p4,RT,NULL
ivsel:Tisdale97|exp:2|p6,RT,NULL
ivsel:Tisdale97|exp:1|p8,RT,NULL
ivsel:Seki15|pNL4-3|DTG|exp:1|p~16,IN,NULL
ivsel:Seki15|pNL4-3|RAL|exp:1|p~12,IN,NULL
ivsel:Seki15|pNL4-3|RAL|exp:1a|p~16,IN,NULL
ivsel:Seki15|pNL4-3|RAL|exp:1b|p~16,IN,NULL
ivsel:Seki15|pNL4-3|RAL|exp:2|p~8,IN,NULL
ivsel:Seki15|pNL4-3|RAL|exp:2a|p~12,IN,NULL
ivsel:Seki15|pNL4-3|RAL|exp:2a|p~16,IN,NULL
ivsel:Seki15|pNL4-3|RAL|exp:2b|p~12,IN,NULL
ivsel:Seki15|pNL4-3|RAL|exp:2b|p~16,IN,NULL
ivsel:Seki15|pNL4-3|EVG|exp:1a|p~8,IN,NULL
ivsel:Seki15|pNL4-3|EVG|exp:1a|p~12,IN,NULL
ivsel:Seki15|pNL4-3|EVG|exp:1a1|p~16,IN,NULL
ivsel:Seki15|pNL4-3|EVG|exp:1a2|p~16,IN,NULL
ivsel:Seki15|pNL4-3|EVG|exp:1b|p~8,IN,NULL
ivsel:Seki15|pNL4-3|EVG|exp:1b1|p~12,IN,NULL
ivsel:Seki15|pNL4-3|EVG|exp:1b1|p~16,IN,NULL
ivsel:Seki15|pNL4-3|EVG|exp:1b2|p~12,IN,NULL
ivsel:Seki15|pNL4-3|EVG|exp:1b2a|p~16,IN,NULL
ivsel:Seki15|pNL4-3|EVG|exp:1b2b|p~16,IN,NULL
ivsel:Seki15|pNL4-3|EVG|exp:2|p~4,IN,NULL
ivsel:Seki15|pNL4-3|EVG|exp:2a|p~8,IN,NULL
ivsel:Seki15|pNL4-3|EVG|exp:2a|p~12,IN,NULL
ivsel:Seki15|pNL4-3|EVG|exp:2a|p~16,IN,NULL
ivsel:Seki15|pNL4-3|EVG|exp:2b|p~8,IN,NULL
ivsel:Seki15|pNL4-3|EVG|exp:2b|p~12,IN,NULL
ivsel:Seki15|pNL4-3|EVG|exp:2b|p~16,IN,NULL
NL4-3 (E92Q),IN,NULL
ivsel:Seki15|NL4-3 (E92Q)|RAL|exp:1|p~12,IN,NULL
ivsel:Seki15|NL4-3 (E92Q)|RAL|exp:1|p~16,IN,NULL
ivsel:Seki15|NL4-3 (E92Q)|RAL|exp:2|p~12,IN,NULL
ivsel:Seki15|NL4-3 (E92Q)|RAL|exp:2|p~16,IN,NULL
ivsel:Seki15|NL4-3 (E92Q)|RAL|exp:3|p~12,IN,NULL
ivsel:Seki15|NL4-3 (E92Q)|RAL|exp:3|p~16,IN,NULL
NL4-3 (N155H),IN,NULL
ivsel:Seki15|NL4-3 (N155H)|RAL|exp:1|p~12,IN,NULL
ivsel:Seki15|NL4-3 (N155H)|RAL|exp:1a|p~16,IN,NULL
ivsel:Seki15|NL4-3 (N155H)|RAL|exp:1b|p~16,IN,NULL
ivsel:Seki15|NL4-3 (N155H)|RAL|exp:2|p~12,IN,NULL
ivsel:Seki15|NL4-3 (N155H)|RAL|exp:2|p~16,IN,NULL
ivsel:Seki15|NL4-3 (N155H)|RAL|exp:3|p~12,IN,NULL
ivsel:Seki15|NL4-3 (N155H)|RAL|exp:3|p~16,IN,NULL
ivsel:Seki15|NL4-3 (N155H)|EVG|exp:1|p~12,IN,NULL
ivsel:Seki15|NL4-3 (N155H)|EVG|exp:1|p~16,IN,NULL
ivsel:Seki15|NL4-3 (N155H)|EVG|exp:2|p~12,IN,NULL
ivsel:Seki15|NL4-3 (N155H)|EVG|exp:2|p~16,IN,NULL
ivsel:Seki15|NL4-3 (N155H)|EVG|exp:3|p~8,IN,NULL
ivsel:Seki15|NL4-3 (N155H)|EVG|exp:3a|p~12,IN,NULL
ivsel:Seki15|NL4-3 (N155H)|EVG|exp:3a|p~16,IN,NULL
ivsel:Seki15|NL4-3 (N155H)|EVG|exp:3b|p~12,IN,NULL
ivsel:Seki15|NL4-3 (N155H)|EVG|exp:3b|p~16,IN,NULL
NL4-3 (Y143C),IN,NULL
ivsel:Seki15|NL4-3 (Y143C)|RAL|exp:1|p~8,IN,NULL
ivsel:Seki15|NL4-3 (Y143C)|RAL|exp:1|p~12,IN,NULL
ivsel:Seki15|NL4-3 (Y143C)|RAL|exp:1|p~16,IN,NULL
ivsel:Seki15|NL4-3 (Y143C)|RAL|exp:2|p~8,IN,NULL
ivsel:Seki15|NL4-3 (Y143C)|RAL|exp:2|p~12,IN,NULL
ivsel:Seki15|NL4-3 (Y143C)|RAL|exp:2|p~16,IN,NULL
ivsel:Seki15|NL4-3 (Y143C)|RAL|exp:3|p~12,IN,NULL
ivsel:Seki15|NL4-3 (Y143C)|RAL|exp:3|p~16,IN,NULL
NL4-3 (Y143R),IN,NULL
ivsel:Seki15|NL4-3 (Y143R)|RAL|exp:3|p~16,IN,NULL
ivsel:Seki15|NL4-3 (Q148K)|DTG|exp:1|p~4,IN,NULL
ivsel:Seki15|NL4-3 (Q148K)|DTG|exp:1|p~8,IN,NULL
ivsel:Seki15|NL4-3 (Q148K)|DTG|exp:1|p~12,IN,NULL
ivsel:Seki15|NL4-3 (Q148K)|DTG|exp:1|p~16,IN,NULL
ivsel:Seki15|NL4-3 (Q148K)|RAL|exp:1|p~12,IN,NULL
ivsel:Seki15|NL4-3 (Q148K)|RAL|exp:1|p~16,IN,NULL
ivsel:Seki15|NL4-3 (Q148K)|RAL|exp:2|p~8,IN,NULL
ivsel:Seki15|NL4-3 (Q148K)|RAL|exp:2|p~12,IN,NULL
ivsel:Seki15|NL4-3 (Q148K)|RAL|exp:2|p~16,IN,NULL
ivsel:Seki15|NL4-3 (Q148K)|RAL|exp:3|p~8,IN,NULL
ivsel:Seki15|NL4-3 (Q148K)|RAL|exp:3|p~12,IN,NULL
ivsel:Seki15|NL4-3 (Q148K)|RAL|exp:3|p~16,IN,NULL
ivsel:Seki15|NL4-3 (Q148K)|EVG|exp:1|p~12,IN,NULL
ivsel:Seki15|NL4-3 (Q148K)|EVG|exp:1|p~16,IN,NULL
ivsel:Seki15|NL4-3 (Q148K)|EVG|exp:2|p~8,IN,NULL
ivsel:Seki15|NL4-3 (Q148K)|EVG|exp:2|p~12,IN,NULL
ivsel:Seki15|NL4-3 (Q148K)|EVG|exp:2|p~16,IN,NULL
ivsel:Seki15|NL4-3 (Q148K)|EVG|exp:3|p~8,IN,NULL
ivsel:Seki15|NL4-3 (Q148K)|EVG|exp:3|p~12,IN,NULL
ivsel:Seki15|NL4-3 (Q148K)|EVG|exp:3|p~16,IN,NULL
ivsel:Seki15|NL4-3 (Q148R)|DTG|exp:1a|p~8,IN,NULL
ivsel:Seki15|NL4-3 (Q148R)|DTG|exp:1a|p~12,IN,NULL
ivsel:Seki15|NL4-3 (Q148R)|DTG|exp:1a1|p~16,IN,NULL
ivsel:Seki15|NL4-3 (Q148R)|DTG|exp:1a2|p~16,IN,NULL
ivsel:Seki15|NL4-3 (Q148R)|DTG|exp:1b|p~4,IN,NULL
ivsel:Seki15|NL4-3 (Q148R)|DTG|exp:1b|p~8,IN,NULL
ivsel:Seki15|NL4-3 (Q148R)|DTG|exp:1b|p~12,IN,NULL
ivsel:Seki15|NL4-3 (Q148R)|DTG|exp:1b|p~16,IN,NULL
ivsel:Seki15|NL4-3 (Q148R)|RAL|exp:1a|p~16,IN,NULL
ivsel:Seki15|NL4-3 (Q148R)|RAL|exp:1b|p~16,IN,NULL
ivsel:Seki15|NL4-3 (Q148R)|RAL|exp:2|p~12,IN,NULL
ivsel:Seki15|NL4-3 (Q148R)|RAL|exp:2|p~16,IN,NULL
ivsel:Seki15|NL4-3 (Q148R)|RAL|exp:3|p~8,IN,NULL
ivsel:Seki15|NL4-3 (Q148R)|RAL|exp:3|p~12,IN,NULL
ivsel:Seki15|NL4-3 (Q148R)|RAL|exp:3|p~16,IN,NULL
ivsel:Seki15|NL4-3 (Q148R)|EVG|exp:1|p~16,IN,NULL
ivsel:Seki15|NL4-3 (Q148R)|EVG|exp:2|p~16,IN,NULL
ivsel:Seki15|NL4-3 (Q148R)|EVG|exp:3|p~16,IN,NULL
ivsel:Seki15|NL4-3 (Q148H)|DTG|exp:1|p~4,IN,NULL
ivsel:Seki15|NL4-3 (Q148H)|DTG|exp:1|p~8,IN,NULL
ivsel:Seki15|NL4-3 (Q148H)|DTG|exp:1|p~12,IN,NULL
ivsel:Seki15|NL4-3 (Q148H)|DTG|exp:1a|p~16,IN,NULL
ivsel:Seki15|NL4-3 (Q148H)|DTG|exp:1b|p~16,IN,NULL
ivsel:Seki15|NL4-3 (Q148H)|DTG|exp:1c|p~16,IN,NULL
ivsel:Seki15|NL4-3 (Q148H)|RAL|exp:1|p~8,IN,NULL
ivsel:Seki15|NL4-3 (Q148H)|RAL|exp:1|p~12,IN,NULL
ivsel:Seki15|NL4-3 (Q148H)|RAL|exp:1|p~16,IN,NULL
ivsel:Seki15|NL4-3 (Q148H)|RAL|exp:2|p~8,IN,NULL
ivsel:Seki15|NL4-3 (Q148H)|RAL|exp:2|p~12,IN,NULL
ivsel:Seki15|NL4-3 (Q148H)|RAL|exp:2|p~16,IN,NULL
ivsel:Seki15|NL4-3 (Q148H)|RAL|exp:3|p~4,IN,NULL
ivsel:Seki15|NL4-3 (Q148H)|RAL|exp:3|p~8,IN,NULL
ivsel:Seki15|NL4-3 (Q148H)|RAL|exp:3|p~12,IN,NULL
ivsel:Seki15|NL4-3 (Q148H)|RAL|exp:3|p~16,IN,NULL
ivsel:Seki15|NL4-3 (Q148H)|EVG|exp:1|p~12,IN,NULL
ivsel:Seki15|NL4-3 (Q148H)|EVG|exp:1|p~16,IN,NULL
ivsel:Seki15|NL4-3 (Q148H)|EVG|exp:2|p~4,IN,NULL
ivsel:Seki15|NL4-3 (Q148H)|EVG|exp:2|p~8,IN,NULL
ivsel:Seki15|NL4-3 (Q148H)|EVG|exp:2|p~12,IN,NULL
ivsel:Seki15|NL4-3 (Q148H)|EVG|exp:2|p~16,IN,NULL
ivsel:Seki15|NL4-3 (Q148H)|EVG|exp:3|p~4,IN,NULL
