ref_name,isolate_name,baseline_isolate_name,cell_line,experiment,passage_cmp,passage,passage_unknown,cumulative_culture_time_cmp,cumulative_culture_time,cumulative_culture_time_unit,cumulative_culture_time_unknown,section
Feng15,ivsel:Feng15|R8|DOR|exp:1|1seq,R8,MT-4-GFP,1,NULL,NULL,True,=,1,ordinal,False,Table 1
Feng15,ivsel:Feng15|R8|DOR|exp:1|2seq,R8,MT-4-GFP,1,NULL,NULL,True,=,2,ordinal,False,Table 1
Feng15,ivsel:Feng15|R8|DOR|exp:2|1seq,R8,MT-4-GFP,2,NULL,NULL,True,=,1,ordinal,False,Table 1
Feng15,ivsel:Feng15|R8|DOR|exp:2|2seq,R8,MT-4-GFP,2,NULL,NULL,True,=,2,ordinal,False,Table 1
Feng15,ivsel:Feng15|R8|DOR|exp:2|3seq,R8,MT-4-GFP,2,NULL,NULL,True,=,3,ordinal,False,Table 1
Feng15,ivsel:Feng15|R8|EFV|exp:1|1seq,R8,MT-4-GFP,1,NULL,NULL,True,=,1,ordinal,False,Table 1
Feng15,ivsel:Feng15|R8|EFV|exp:1|2seq,R8,MT-4-GFP,1,NULL,NULL,True,=,2,ordinal,False,Table 1
Feng15,ivsel:Feng15|R8|EFV|exp:2|1seq,R8,MT-4-GFP,2,NULL,NULL,True,=,1,ordinal,False,Table 1
Feng15,ivsel:Feng15|R8|EFV|exp:2|2seq,R8,MT-4-GFP,2,NULL,NULL,True,=,2,ordinal,False,Table 1
Feng15,ivsel:Feng15|R8|EFV|exp:2|3seq,R8,MT-4-GFP,2,NULL,NULL,True,=,3,ordinal,False,Table 1
Feng15,ivsel:Feng15|R8|EFV|exp:3|1seq,R8,MT-4-GFP,3,NULL,NULL,True,=,1,ordinal,False,Table 1
Feng15,ivsel:Feng15|R8|EFV|exp:3|2seq,R8,MT-4-GFP,3,NULL,NULL,True,=,2,ordinal,False,Table 1
Feng15,ivsel:Feng15|R8|RPV|exp:1|1seq,R8,MT-4-GFP,1,NULL,NULL,True,=,1,ordinal,False,Table 1
Feng15,ivsel:Feng15|R8|RPV|exp:1|2seq,R8,MT-4-GFP,1,NULL,NULL,True,=,2,ordinal,False,Table 1
Feng15,ivsel:Feng15|R8|RPV|exp:1|3seq,R8,MT-4-GFP,1,NULL,NULL,True,=,3,ordinal,False,Table 1
Feng15,ivsel:Feng15|R8|RPV|exp:2|1seq,R8,MT-4-GFP,2,NULL,NULL,True,=,1,ordinal,False,Table 1
Feng15,ivsel:Feng15|R8|RPV|exp:2|2seq,R8,MT-4-GFP,2,NULL,NULL,True,=,2,ordinal,False,Table 1
Feng15,ivsel:Feng15|R8|RPV|exp:3|1seq,R8,MT-4-GFP,3,NULL,NULL,True,=,1,ordinal,False,Table 1
Feng15,ivsel:Feng15|R8|RPV|exp:3|2seq,R8,MT-4-GFP,3,NULL,NULL,True,=,2,ordinal,False,Table 1
Feng15,ivsel:Feng15|92RW026|DOR|exp:1|1seq,92RW026,MT-4-GFP/CCR5,1,NULL,NULL,True,=,1,ordinal,False,Table 2
Feng15,ivsel:Feng15|92RW026|DOR|exp:1|2seq,92RW026,MT-4-GFP/CCR5,1,NULL,NULL,True,=,2,ordinal,False,Table 2
Feng15,ivsel:Feng15|92RW026|DOR|exp:2|1seq,92RW026,MT-4-GFP/CCR5,2,NULL,NULL,True,=,1,ordinal,False,Table 2
Feng15,ivsel:Feng15|92RW026|DOR|exp:2|2seq,92RW026,MT-4-GFP/CCR5,2,NULL,NULL,True,=,2,ordinal,False,Table 2
