ref_name,isolate_name,baseline_isolate_name,cell_line,experiment,passage_cmp,passage,passage_unknown,cumulative_culture_time_cmp,cumulative_culture_time,cumulative_culture_time_unit,cumulative_culture_time_unknown,section
Wu15,ivsel:Wu15|NVP|exp:1|p10,2007CNGX-HK,PBMC,1,=,10,False,~,100,day,False,Figure 2
Wu15,ivsel:Wu15|NVP|exp:1a|p20,2007CNGX-HK,PBMC,1a,=,20,False,~,200,day,False,Figure 2
Wu15,ivsel:Wu15|NVP|exp:1a|p25,2007CNGX-HK,PBMC,1a,=,25,False,~,250,day,False,Figure 2
Wu15,ivsel:Wu15|NVP|exp:1a1|p35,2007CNGX-HK,PBMC,1a1,=,35,False,~,350,day,False,Figure 2
Wu15,ivsel:Wu15|NVP|exp:1a2|p35,2007CNGX-HK,PBMC,1a2,=,35,False,~,350,day,False,Figure 2
Wu15,ivsel:Wu15|NVP|exp:1b|p25,2007CNGX-HK,PBMC,1b,=,25,False,~,250,day,False,Figure 2
Wu15,ivsel:Wu15|NVP|exp:1b|p40,2007CNGX-HK,PBMC,1b,=,40,False,~,400,day,False,Figure 2
Wu15,ivsel:Wu15|NVP|exp:1c|p20,2007CNGX-HK,PBMC,1c,=,20,False,~,200,day,False,Figure 2
Wu15,ivsel:Wu15|NVP|exp:1c|p25,2007CNGX-HK,PBMC,1c,=,25,False,~,250,day,False,Figure 2
Wu15,ivsel:Wu15|NVP|exp:1c|p35,2007CNGX-HK,PBMC,1c,=,35,False,~,350,day,False,Figure 2
Wu15,ivsel:Wu15|NVP|exp:1d|p20,2007CNGX-HK,PBMC,1d,=,20,False,~,200,day,False,Figure 2
Wu15,ivsel:Wu15|NVP|exp:1d|p30,2007CNGX-HK,PBMC,1d,=,30,False,~,300,day,False,Figure 2
Wu15,ivsel:Wu15|NVP|exp:1d|p35,2007CNGX-HK,PBMC,1d,=,35,False,~,350,day,False,Figure 2
Wu15,ivsel:Wu15|NVP|exp:2|p10,2007CNGX-HK,PBMC,2,=,10,False,~,100,day,False,Figure 2
Wu15,ivsel:Wu15|NVP|exp:2a|p20,2007CNGX-HK,PBMC,2a,=,20,False,~,200,day,False,Figure 2
Wu15,ivsel:Wu15|NVP|exp:2a|p25,2007CNGX-HK,PBMC,2a,=,25,False,~,250,day,False,Figure 2
Wu15,ivsel:Wu15|NVP|exp:2a|p30,2007CNGX-HK,PBMC,2a,=,30,False,~,300,day,False,Figure 2
Wu15,ivsel:Wu15|NVP|exp:2a|p35,2007CNGX-HK,PBMC,2a,=,35,False,~,350,day,False,Figure 2
Wu15,ivsel:Wu15|NVP|exp:2b|p20,2007CNGX-HK,PBMC,2b,=,20,False,~,200,day,False,Figure 2
Wu15,ivsel:Wu15|NVP|exp:2b|p25,2007CNGX-HK,PBMC,2b,=,25,False,~,250,day,False,Figure 2
Wu15,ivsel:Wu15|NVP|exp:2b|p30,2007CNGX-HK,PBMC,2b,=,30,False,~,300,day,False,Figure 2
Wu15,ivsel:Wu15|NVP|exp:2b|p35,2007CNGX-HK,PBMC,2b,=,35,False,~,350,day,False,Figure 2
Wu15,ivsel:Wu15|NVP|exp:3|p20,2007CNGX-HK,PBMC,3,=,20,False,~,200,day,False,Figure 2
Wu15,ivsel:Wu15|NVP|exp:3a|p25,2007CNGX-HK,PBMC,3a,=,25,False,~,250,day,False,Figure 2
Wu15,ivsel:Wu15|NVP|exp:3b|p25,2007CNGX-HK,PBMC,3b,=,25,False,~,250,day,False,Figure 2
Wu15,ivsel:Wu15|NVP|exp:3c|p25,2007CNGX-HK,PBMC,3c,=,25,False,~,250,day,False,Figure 2
Wu15,ivsel:Wu15|NVP|exp:3c1|p35,2007CNGX-HK,PBMC,3c1,=,35,False,~,350,day,False,Figure 2
Wu15,ivsel:Wu15|NVP|exp:3c1|p40,2007CNGX-HK,PBMC,3c1,=,40,False,~,400,day,False,Figure 2
Wu15,ivsel:Wu15|NVP|exp:3c2|p35,2007CNGX-HK,PBMC,3c2,=,35,False,~,350,day,False,Figure 2
Wu15,ivsel:Wu15|EFV|exp:1|p10,2007CNGX-HK,PBMC,1,=,10,False,~,100,day,False,Figure 2
Wu15,ivsel:Wu15|EFV|exp:1|p15,2007CNGX-HK,PBMC,1,=,15,False,~,150,day,False,Figure 2
Wu15,ivsel:Wu15|EFV|exp:1|p25,2007CNGX-HK,PBMC,1,=,25,False,~,250,day,False,Figure 2
Wu15,ivsel:Wu15|EFV|exp:2|p10,2007CNGX-HK,PBMC,2,=,10,False,~,100,day,False,Figure 2
Wu15,ivsel:Wu15|EFV|exp:2|p15,2007CNGX-HK,PBMC,2,=,15,False,~,150,day,False,Figure 2
Wu15,ivsel:Wu15|EFV|exp:2|p30,2007CNGX-HK,PBMC,2,=,30,False,~,300,day,False,Figure 2
Wu15,ivsel:Wu15|3TC|exp:1|p1,2007CNGX-HK,PBMC,1,=,1,False,~,10,day,False,Figure 2
Wu15,ivsel:Wu15|3TC|exp:1a|p15,2007CNGX-HK,PBMC,1a,=,15,False,~,150,day,False,Figure 2
Wu15,ivsel:Wu15|3TC|exp:1b|p15,2007CNGX-HK,PBMC,1b,=,15,False,~,150,day,False,Figure 2
