ref_name,isolate_name,baseline_isolate_name,cell_line,experiment,passage_cmp,passage,passage_unknown,cumulative_culture_time_cmp,cumulative_culture_time,cumulative_culture_time_unit,cumulative_culture_time_unknown,section
García-Lerma03,ivsel:García-Lerma03|RD01 (215C)|exp:1|p4,RD01 (215C),MT-4,1,=,4,False,=,54,day,False,Table 1
García-Lerma03,ivsel:García-Lerma03|RD01 (215C)|exp:1|p5,RD01 (215C),MT-4,1,=,5,False,=,64,day,False,Table 1
García-Lerma03,ivsel:García-Lerma03|RD01 (215C)|exp:1|p6,RD01 (215C),MT-4,1,=,6,False,=,93,day,False,Table 1
García-Lerma03,ivsel:García-Lerma03|RD02 (210W/215C)|exp:1|p4,RD02 (210W/215C),MT-4,1,=,4,False,=,32,day,False,Table 1
García-Lerma03,ivsel:García-Lerma03|RD02 (210W/215C)|exp:1|p5,RD02 (210W/215C),MT-4,1,=,5,False,=,46,day,False,Table 1
García-Lerma03,ivsel:García-Lerma03|RD02 (210W/215C)|exp:1|p6,RD02 (210W/215C),MT-4,1,=,6,False,=,67,day,False,Table 1
García-Lerma03,ivsel:García-Lerma03|RD03 (41L/210W/215C)|exp:1|p3,RD03 (41L/210W/215C),MT-4,1,=,3,False,=,20,day,False,Table 1
García-Lerma03,ivsel:García-Lerma03|RD03 (41L/210W/215C)|exp:1|p4,RD03 (41L/210W/215C),MT-4,1,=,4,False,=,33,day,False,Table 1
García-Lerma03,ivsel:García-Lerma03|RD03 (41L/210W/215C)|exp:1|p5,RD03 (41L/210W/215C),MT-4,1,=,5,False,=,41,day,False,Table 1
García-Lerma03,ivsel:García-Lerma03|RD03 (41L/210W/215C)|exp:1|p6,RD03 (41L/210W/215C),MT-4,1,=,6,False,=,54,day,False,Table 1
García-Lerma03,ivsel:García-Lerma03|RD03 (41L/210W/215C)|exp:1|p7,RD03 (41L/210W/215C),MT-4,1,=,7,False,=,69,day,False,Table 1
García-Lerma03,ivsel:García-Lerma03|RD03 (41L/210W/215C)|exp:1|p8,RD03 (41L/210W/215C),MT-4,1,=,8,False,=,79,day,False,Table 1
García-Lerma03,ivsel:García-Lerma03|RD03 (41L/210W/215C)|exp:1|p9,RD03 (41L/210W/215C),MT-4,1,=,9,False,=,116,day,False,Table 1
García-Lerma03,ivsel:García-Lerma03|RD04 (210W/215D)|exp:1|p5,RD04 (210W/215D),MT-4,1,=,5,False,=,86,day,False,Table 1
García-Lerma03,ivsel:García-Lerma03|RD04 (210W/215D)|exp:1|p6,RD04 (210W/215D),MT-4,1,=,6,False,=,112,day,False,Table 1
García-Lerma03,ivsel:García-Lerma03|RD04 (210W/215D)|exp:1|p7,RD04 (210W/215D),MT-4,1,=,7,False,=,141,day,False,Table 1
García-Lerma03,ivsel:García-Lerma03|RD05 (41L/215D)|exp:1|p4,RD05 (41L/215D),MT-4,1,=,4,False,=,53,day,False,Table 1
García-Lerma03,ivsel:García-Lerma03|RD05 (41L/215D)|exp:1|p5,RD05 (41L/215D),MT-4,1,=,5,False,=,67,day,False,Table 1
García-Lerma03,ivsel:García-Lerma03|RD05 (41L/215D)|exp:1|p6,RD05 (41L/215D),MT-4,1,=,6,False,=,89,day,False,Table 1
García-Lerma03,ivsel:García-Lerma03|RD05 (41L/215D)|exp:1|p7,RD05 (41L/215D),MT-4,1,=,7,False,=,137,day,False,Table 1
García-Lerma03,ivsel:García-Lerma03|HXB2 (215D)|exp:1|p6,HXB2 (215D),MT-4,1,=,6,False,=,82,day,False,Table 1
García-Lerma03,ivsel:García-Lerma03|HXB2 (215D)|exp:1|p7,HXB2 (215D),MT-4,1,=,7,False,=,111,day,False,Table 1
García-Lerma03,ivsel:García-Lerma03|RD22 (WT)|exp:1|p3,RD22 (WT),MT-4,1,=,3,False,=,25,day,False,Table 1
García-Lerma03,ivsel:García-Lerma03|RD22 (WT)|exp:1|p4,RD22 (WT),MT-4,1,=,4,False,=,42,day,False,Table 1
García-Lerma03,ivsel:García-Lerma03|RD22 (WT)|exp:1|p5,RD22 (WT),MT-4,1,=,5,False,=,64,day,False,Table 1
García-Lerma03,ivsel:García-Lerma03|RD22 (WT)|exp:1|p6,RD22 (WT),MT-4,1,=,6,False,=,81,day,False,Table 1
García-Lerma03,ivsel:García-Lerma03|RD22 (WT)|exp:1|p7,RD22 (WT),MT-4,1,=,7,False,=,110,day,False,Table 1
García-Lerma03,ivsel:García-Lerma03|RD23 (WT)|exp:1|p3,RD23 (WT),MT-4,1,=,3,False,=,27,day,False,Table 1
García-Lerma03,ivsel:García-Lerma03|RD23 (WT)|exp:1|p4,RD23 (WT),MT-4,1,=,4,False,=,51,day,False,Table 1
García-Lerma03,ivsel:García-Lerma03|RD23 (WT)|exp:1|p5,RD23 (WT),MT-4,1,=,5,False,=,77,day,False,Table 1
García-Lerma03,ivsel:García-Lerma03|RD23 (WT)|exp:1|p6,RD23 (WT),MT-4,1,=,6,False,=,94,day,False,Table 1
García-Lerma03,ivsel:García-Lerma03|HXB2 (T215)|exp:1|p4,HXB2 (T215),MT-4,1,=,4,False,=,55,day,False,Table 1
García-Lerma03,ivsel:García-Lerma03|HXB2 (T215)|exp:1|p5,HXB2 (T215),MT-4,1,=,5,False,=,66,day,False,Table 1
García-Lerma03,ivsel:García-Lerma03|HXB2 (T215)|exp:1|p6,HXB2 (T215),MT-4,1,=,6,False,=,87,day,False,Table 1
García-Lerma03,ivsel:García-Lerma03|HXB2 (T215)|exp:1|p7,HXB2 (T215),MT-4,1,=,7,False,=,109,day,False,Table 1
