ref_name,isolate_name,baseline_isolate_name,cell_line,experiment,passage_cmp,passage,passage_unknown,cumulative_culture_time_cmp,cumulative_culture_time,cumulative_culture_time_unit,cumulative_culture_time_unknown,section
Tisdale95,ivsel:Tisdale95|HXB2|A-77003|exp:1|p2,HXB2,MT-4,1,=,2,False,NULL,NULL,NULL,True,Figure 1
Tisdale95,ivsel:Tisdale95|HXB2|A-77003|exp:1|p5,HXB2,MT-4,1,=,5,False,NULL,NULL,NULL,True,Figure 1
Tisdale95,ivsel:Tisdale95|HXB2|A-77003|exp:1|p6,HXB2,MT-4,1,=,6,False,NULL,NULL,NULL,True,"Figure 1, 2"
Tisdale95,ivsel:Tisdale95|HXB2|XM323|exp:1|p1,HXB2,MT-4,1,=,1,False,NULL,NULL,NULL,True,Figure 1
Tisdale95,ivsel:Tisdale95|HXB2|XM323|exp:1|p4,HXB2,MT-4,1,=,4,False,NULL,NULL,NULL,True,Figure 1
Tisdale95,ivsel:Tisdale95|HXB2|XM323|exp:1|p6,HXB2,MT-4,1,=,6,False,NULL,NULL,NULL,True,"Figure 1, 2"
Tisdale95,ivsel:Tisdale95|HXB2|SQV|exp:1|p4,HXB2,MT-4,1,=,4,False,NULL,NULL,NULL,True,Figure 1
Tisdale95,ivsel:Tisdale95|HXB2|SQV|exp:1|p6,HXB2,MT-4,1,=,6,False,NULL,NULL,NULL,True,"Figure 1, 2"
Tisdale95,ivsel:Tisdale95|RTMC|SQV|exp:1|p3,RTMC,MT-4,1,=,3,False,NULL,NULL,NULL,True,Figure 1
Tisdale95,ivsel:Tisdale95|RTMC|SQV|exp:1|p5,RTMC,MT-4,1,=,5,False,NULL,NULL,NULL,True,Figure 1
Tisdale95,ivsel:Tisdale95|RTMC|SQV|exp:1|p6,RTMC,MT-4,1,=,6,False,NULL,NULL,NULL,True,"Figure 1, 2"
Tisdale95,ivsel:Tisdale95|HXB2|APV|exp:1|p2,HXB2,MT-4,1,=,2,False,NULL,NULL,NULL,True,Figure 1
Tisdale95,ivsel:Tisdale95|HXB2|APV|exp:1|p4,HXB2,MT-4,1,=,4,False,NULL,NULL,NULL,True,Figure 1
Tisdale95,ivsel:Tisdale95|HXB2|APV|exp:1|p6,HXB2,MT-4,1,=,6,False,NULL,NULL,NULL,True,"Figure 1, 2"
Tisdale95,ivsel:Tisdale95|HXB2|IDV|exp:1|p3,HXB2,MT-4,1,=,3,False,NULL,NULL,NULL,True,Figure 1
Tisdale95,ivsel:Tisdale95|HXB2|IDV|exp:1|p5,HXB2,MT-4,1,=,5,False,NULL,NULL,NULL,True,Figure 1
Tisdale95,ivsel:Tisdale95|HXB2|IDV|exp:1|p6,HXB2,MT-4,1,=,6,False,NULL,NULL,NULL,True,Figure 1
Tisdale95,ivsel:Tisdale95|HXB2|IDV|exp:1|p8,HXB2,MT-4,1,=,8,False,NULL,NULL,NULL,True,"Figure 1, 2"
