ref_name,isolate_name,baseline_isolate_name,cell_line,experiment,passage_cmp,passage,passage_unknown,cumulative_culture_time_cmp,cumulative_culture_time,cumulative_culture_time_unit,cumulative_culture_time_unknown,section
Lacey94,ivsel:Lacey94|HXB2|exp:1,HXB2,HT4LacZ-1,1,=,6,False,NULL,NULL,NULL,True,Table 1 and para. 4
Lacey94,ivsel:Lacey94|RTMC|exp:1,RTMC,HT4LacZ-1,1,=,7,False,NULL,NULL,NULL,True,Table 1 and para. 4
