ref_name,isolate_name,baseline_isolate_name,cell_line,experiment,passage_cmp,passage,passage_unknown,cumulative_culture_time_cmp,cumulative_culture_time,cumulative_culture_time_unit,cumulative_culture_time_unknown,section
Mo03,ivsel:Mo03|exp:1|p6|~36d,pNL4-3,MT-4,1,=,6,False,~,36,day,False,"Figure 1, table 1"
Mo03,ivsel:Mo03|exp:1|p7|~42d,pNL4-3,MT-4,1,=,7,False,~,42,day,False,"Figure 1, table 1"
Mo03,ivsel:Mo03|exp:1|p9|~54d,pNL4-3,MT-4,1,=,9,False,~,54,day,False,"Figure 1, table 1"
Mo03,ivsel:Mo03|exp:1|p11|~66d,pNL4-3,MT-4,1,=,11,False,~,66,day,False,"Figure 1, table 1"
Mo03,ivsel:Mo03|exp:1|p17|~102d,pNL4-3,MT-4,1,=,17,False,~,102,day,False,"Figure 1, table 1"
Mo03,ivsel:Mo03|exp:1|p25|~150d,pNL4-3,MT-4,1,=,25,False,~,150,day,False,"Figure 1, table 1"
Mo03,ivsel:Mo03|exp:1|p8|~46d,pNL4-3,MT-4,1,=,8,False,~,46,day,False,"Figure 1, table 1"
Mo03,ivsel:Mo03|exp:1|p9|~52d,pNL4-3,MT-4,1,=,9,False,~,52,day,False,"Figure 1, table 1"
Mo03,ivsel:Mo03|exp:1|p11|~63d,pNL4-3,MT-4,1,=,11,False,~,63,day,False,"Figure 1, table 1"
Mo03,ivsel:Mo03|exp:1|p17|~98d,pNL4-3,MT-4,1,=,17,False,~,98,day,False,"Figure 1, table 1"
Mo03,ivsel:Mo03|exp:1|p26|~150d,pNL4-3,MT-4,1,=,26,False,~,150,day,False,"Figure 1, table 1"
Mo03,ivsel:Mo03|exp:1|p7|~44d,pNL4-3,MT-4,1,=,7,False,~,44,day,False,"Figure 1, table 1"
Mo03,ivsel:Mo03|exp:1|p9|~56d,pNL4-3,MT-4,1,=,9,False,~,56,day,False,"Figure 1, table 1"
Mo03,ivsel:Mo03|exp:1|p11|~69d,pNL4-3,MT-4,1,=,11,False,~,69,day,False,"Figure 1, table 1"
Mo03,ivsel:Mo03|exp:1|p17|~106d,pNL4-3,MT-4,1,=,17,False,~,106,day,False,"Figure 1, table 1"
Mo03,ivsel:Mo03|exp:1|p24|~150d,pNL4-3,MT-4,1,=,24,False,~,150,day,False,"Figure 1, table 1"
