ref_name,isolate_name,baseline_isolate_name,cell_line,experiment,passage_cmp,passage,passage_unknown,cumulative_culture_time_cmp,cumulative_culture_time,cumulative_culture_time_unit,cumulative_culture_time_unknown,section
Seki15,ivsel:Seki15|NL4-3|DTG|exp:1|p~16,NL4-3,MT-2,1,~,16,False,=,56,day,False,Table 1
Seki15,ivsel:Seki15|NL4-3|RAL|exp:1|p~12,NL4-3,MT-2,1,~,12,False,=,42,day,False,Table 1
Seki15,ivsel:Seki15|NL4-3|RAL|exp:1a|p~16,NL4-3,MT-2,1a,~,16,False,=,56,day,False,Table 1
Seki15,ivsel:Seki15|NL4-3|RAL|exp:1b|p~16,NL4-3,MT-2,1b,~,16,False,=,56,day,False,Table 1
Seki15,ivsel:Seki15|NL4-3|RAL|exp:2|p~8,NL4-3,MT-2,2,~,8,False,=,28,day,False,Table 1
Seki15,ivsel:Seki15|NL4-3|RAL|exp:2a|p~12,NL4-3,MT-2,2a,~,12,False,=,42,day,False,Table 1
Seki15,ivsel:Seki15|NL4-3|RAL|exp:2a|p~16,NL4-3,MT-2,2a,~,16,False,=,56,day,False,Table 1
Seki15,ivsel:Seki15|NL4-3|RAL|exp:2b|p~12,NL4-3,MT-2,2b,~,12,False,=,42,day,False,Table 1
Seki15,ivsel:Seki15|NL4-3|RAL|exp:2b|p~16,NL4-3,MT-2,2b,~,16,False,=,56,day,False,Table 1
Seki15,ivsel:Seki15|NL4-3|EVG|exp:1a|p~8,NL4-3,MT-2,1a,~,8,False,=,28,day,False,Table 1
Seki15,ivsel:Seki15|NL4-3|EVG|exp:1a|p~12,NL4-3,MT-2,1a,~,12,False,=,42,day,False,Table 1
Seki15,ivsel:Seki15|NL4-3|EVG|exp:1a1|p~16,NL4-3,MT-2,1a1,~,16,False,=,56,day,False,Table 1
Seki15,ivsel:Seki15|NL4-3|EVG|exp:1a2|p~16,NL4-3,MT-2,1a2,~,16,False,=,56,day,False,Table 1
Seki15,ivsel:Seki15|NL4-3|EVG|exp:1b|p~8,NL4-3,MT-2,1b,~,8,False,=,28,day,False,Table 1
Seki15,ivsel:Seki15|NL4-3|EVG|exp:1b1|p~12,NL4-3,MT-2,1b1,~,12,False,=,42,day,False,Table 1
Seki15,ivsel:Seki15|NL4-3|EVG|exp:1b1|p~16,NL4-3,MT-2,1b1,~,16,False,=,56,day,False,Table 1
Seki15,ivsel:Seki15|NL4-3|EVG|exp:1b2|p~12,NL4-3,MT-2,1b2,~,12,False,=,42,day,False,Table 1
Seki15,ivsel:Seki15|NL4-3|EVG|exp:1b2a|p~16,NL4-3,MT-2,1b2a,~,16,False,=,56,day,False,Table 1
Seki15,ivsel:Seki15|NL4-3|EVG|exp:1b2b|p~16,NL4-3,MT-2,1b2b,~,16,False,=,56,day,False,Table 1
Seki15,ivsel:Seki15|NL4-3|EVG|exp:2|p~4,NL4-3,MT-2,2,~,4,False,=,14,day,False,Table 1
Seki15,ivsel:Seki15|NL4-3|EVG|exp:2a|p~8,NL4-3,MT-2,2a,~,8,False,=,28,day,False,Table 1
Seki15,ivsel:Seki15|NL4-3|EVG|exp:2a|p~12,NL4-3,MT-2,2a,~,12,False,=,42,day,False,Table 1
Seki15,ivsel:Seki15|NL4-3|EVG|exp:2a|p~16,NL4-3,MT-2,2a,~,16,False,=,56,day,False,Table 1
Seki15,ivsel:Seki15|NL4-3|EVG|exp:2b|p~8,NL4-3,MT-2,2b,~,8,False,=,28,day,False,Table 1
Seki15,ivsel:Seki15|NL4-3|EVG|exp:2b|p~12,NL4-3,MT-2,2b,~,12,False,=,42,day,False,Table 1
Seki15,ivsel:Seki15|NL4-3|EVG|exp:2b|p~16,NL4-3,MT-2,2b,~,16,False,=,56,day,False,Table 1
Seki15,ivsel:Seki15|NL4-3 (E92Q)|RAL|exp:1|p~12,NL4-3 (E92Q),MT-2,1,~,12,False,=,42,day,False,Table 1
Seki15,ivsel:Seki15|NL4-3 (E92Q)|RAL|exp:1|p~16,NL4-3 (E92Q),MT-2,1,~,16,False,=,56,day,False,Table 1
Seki15,ivsel:Seki15|NL4-3 (E92Q)|RAL|exp:2|p~12,NL4-3 (E92Q),MT-2,2,~,12,False,=,42,day,False,Table 1
Seki15,ivsel:Seki15|NL4-3 (E92Q)|RAL|exp:2|p~16,NL4-3 (E92Q),MT-2,2,~,16,False,=,56,day,False,Table 1
Seki15,ivsel:Seki15|NL4-3 (E92Q)|RAL|exp:3|p~12,NL4-3 (E92Q),MT-2,3,~,12,False,=,42,day,False,Table 1
Seki15,ivsel:Seki15|NL4-3 (E92Q)|RAL|exp:3|p~16,NL4-3 (E92Q),MT-2,3,~,16,False,=,56,day,False,Table 1
Seki15,ivsel:Seki15|NL4-3 (N155H)|RAL|exp:1|p~12,NL4-3 (N155H),MT-2,1,~,12,False,=,42,day,False,Table 1
Seki15,ivsel:Seki15|NL4-3 (N155H)|RAL|exp:1a|p~16,NL4-3 (N155H),MT-2,1a,~,16,False,=,56,day,False,Table 1
Seki15,ivsel:Seki15|NL4-3 (N155H)|RAL|exp:1b|p~16,NL4-3 (N155H),MT-2,1b,~,16,False,=,56,day,False,Table 1
Seki15,ivsel:Seki15|NL4-3 (N155H)|RAL|exp:2|p~12,NL4-3 (N155H),MT-2,2,~,12,False,=,42,day,False,Table 1
Seki15,ivsel:Seki15|NL4-3 (N155H)|RAL|exp:2|p~16,NL4-3 (N155H),MT-2,2,~,16,False,=,56,day,False,Table 1
Seki15,ivsel:Seki15|NL4-3 (N155H)|RAL|exp:3|p~12,NL4-3 (N155H),MT-2,3,~,12,False,=,42,day,False,Table 1
Seki15,ivsel:Seki15|NL4-3 (N155H)|RAL|exp:3|p~16,NL4-3 (N155H),MT-2,3,~,16,False,=,56,day,False,Table 1
Seki15,ivsel:Seki15|NL4-3 (N155H)|EVG|exp:1|p~12,NL4-3 (N155H),MT-2,1,~,12,False,=,42,day,False,Table 1
Seki15,ivsel:Seki15|NL4-3 (N155H)|EVG|exp:1|p~16,NL4-3 (N155H),MT-2,1,~,16,False,=,56,day,False,Table 1
Seki15,ivsel:Seki15|NL4-3 (N155H)|EVG|exp:2|p~12,NL4-3 (N155H),MT-2,2,~,12,False,=,42,day,False,Table 1
Seki15,ivsel:Seki15|NL4-3 (N155H)|EVG|exp:2|p~16,NL4-3 (N155H),MT-2,2,~,16,False,=,56,day,False,Table 1
Seki15,ivsel:Seki15|NL4-3 (N155H)|EVG|exp:3|p~8,NL4-3 (N155H),MT-2,3,~,8,False,=,28,day,False,Table 1
Seki15,ivsel:Seki15|NL4-3 (N155H)|EVG|exp:3a|p~12,NL4-3 (N155H),MT-2,3a,~,12,False,=,42,day,False,Table 1
Seki15,ivsel:Seki15|NL4-3 (N155H)|EVG|exp:3a|p~16,NL4-3 (N155H),MT-2,3a,~,16,False,=,56,day,False,Table 1
Seki15,ivsel:Seki15|NL4-3 (N155H)|EVG|exp:3b|p~12,NL4-3 (N155H),MT-2,3b,~,12,False,=,42,day,False,Table 1
Seki15,ivsel:Seki15|NL4-3 (N155H)|EVG|exp:3b|p~16,NL4-3 (N155H),MT-2,3b,~,16,False,=,56,day,False,Table 1
Seki15,ivsel:Seki15|NL4-3 (Y143C)|RAL|exp:1|p~8,NL4-3 (Y143C),MT-2,1,~,8,False,=,28,day,False,Table 1
