ref_name,isolate_name,baseline_isolate_name,cell_line,experiment,passage_cmp,passage,passage_unknown,cumulative_culture_time_cmp,cumulative_culture_time,cumulative_culture_time_unit,cumulative_culture_time_unknown,section
Yoshinaga15,ivsel:Yoshinaga15|CAB|exp:2|p~4,IIIB,MT-2,2,~,4,False,=,14,day,False,"Figure 3, and table 3-4"
Yoshinaga15,ivsel:Yoshinaga15|CAB|exp:2|p~8,IIIB,MT-2,2,~,8,False,=,28,day,False,"Figure 3, and table 3-4"
Yoshinaga15,ivsel:Yoshinaga15|CAB|exp:2|p~16,IIIB,MT-2,2,~,16,False,=,56,day,False,"Figure 3, and table 3-4"
Yoshinaga15,ivsel:Yoshinaga15|CAB|exp:2|p~20,IIIB,MT-2,2,~,20,False,=,70,day,False,"Figure 3, and table 3-4"
Yoshinaga15,ivsel:Yoshinaga15|CAB|exp:2|p~24,IIIB,MT-2,2,~,24,False,=,84,day,False,"Figure 3, and table 3-4"
Yoshinaga15,ivsel:Yoshinaga15|CAB|exp:2|p~28,IIIB,MT-2,2,~,28,False,=,98,day,False,"Figure 3, and table 3-4"
Yoshinaga15,ivsel:Yoshinaga15|CAB|exp:2|p~32,IIIB,MT-2,2,~,32,False,=,112,day,False,"Figure 3, and table 3-4"
Yoshinaga15,ivsel:Yoshinaga15|CAB|exp:3a|p~8,IIIB,MT-2,3a,~,8,False,=,28,day,False,"Figure 3, and table 3-4"
Yoshinaga15,ivsel:Yoshinaga15|CAB|exp:3a|p~12,IIIB,MT-2,3a,~,12,False,=,42,day,False,"Figure 3, and table 3-4"
Yoshinaga15,ivsel:Yoshinaga15|CAB|exp:3a|p~16,IIIB,MT-2,3a,~,16,False,=,56,day,False,"Figure 3, and table 3-4"
Yoshinaga15,ivsel:Yoshinaga15|CAB|exp:3a|p~20,IIIB,MT-2,3a,~,20,False,=,70,day,False,"Figure 3, and table 3-4"
Yoshinaga15,ivsel:Yoshinaga15|CAB|exp:3a|p~24,IIIB,MT-2,3a,~,24,False,=,84,day,False,"Figure 3, and table 3-4"
Yoshinaga15,ivsel:Yoshinaga15|CAB|exp:3a|p~28,IIIB,MT-2,3a,~,28,False,=,98,day,False,"Figure 3, and table 3-4"
Yoshinaga15,ivsel:Yoshinaga15|CAB|exp:3a|p~32,IIIB,MT-2,3a,~,32,False,=,112,day,False,"Figure 3, and table 3-4"
Yoshinaga15,ivsel:Yoshinaga15|CAB|exp:3b|p~4,IIIB,MT-2,3b,~,4,False,=,14,day,False,"Figure 3, and table 3-4"
Yoshinaga15,ivsel:Yoshinaga15|CAB|exp:3b|p~8,IIIB,MT-2,3b,~,8,False,=,28,day,False,"Figure 3, and table 3-4"
Yoshinaga15,ivsel:Yoshinaga15|CAB|exp:3b|p~12,IIIB,MT-2,3b,~,12,False,=,42,day,False,"Figure 3, and table 3-4"
Yoshinaga15,ivsel:Yoshinaga15|CAB|exp:3b|p~16,IIIB,MT-2,3b,~,16,False,=,56,day,False,"Figure 3, and table 3-4"
Yoshinaga15,ivsel:Yoshinaga15|CAB|exp:3b|p~20,IIIB,MT-2,3b,~,20,False,=,70,day,False,"Figure 3, and table 3-4"
Yoshinaga15,ivsel:Yoshinaga15|CAB|exp:3b|p~24,IIIB,MT-2,3b,~,24,False,=,84,day,False,"Figure 3, and table 3-4"
Yoshinaga15,ivsel:Yoshinaga15|CAB|exp:3b|p~28,IIIB,MT-2,3b,~,28,False,=,98,day,False,"Figure 3, and table 3-4"
Yoshinaga15,ivsel:Yoshinaga15|CAB|exp:3b|p~32,IIIB,MT-2,3b,~,32,False,=,112,day,False,"Figure 3, and table 3-4"
Yoshinaga15,ivsel:Yoshinaga15|CAB|exp:4a|p~8,IIIB,MT-2,4a,~,8,False,=,28,day,False,"Figure 3, and table 3-4"
Yoshinaga15,ivsel:Yoshinaga15|CAB|exp:4a|p~12,IIIB,MT-2,4a,~,12,False,=,42,day,False,"Figure 3, and table 3-4"
Yoshinaga15,ivsel:Yoshinaga15|CAB|exp:4a|p~16,IIIB,MT-2,4a,~,16,False,=,56,day,False,"Figure 3, and table 3-4"
Yoshinaga15,ivsel:Yoshinaga15|CAB|exp:4a|p~20,IIIB,MT-2,4a,~,20,False,=,70,day,False,"Figure 3, and table 3-4"
Yoshinaga15,ivsel:Yoshinaga15|CAB|exp:4a|p~24,IIIB,MT-2,4a,~,24,False,=,84,day,False,"Figure 3, and table 3-4"
Yoshinaga15,ivsel:Yoshinaga15|CAB|exp:4a|p~28,IIIB,MT-2,4a,~,28,False,=,98,day,False,"Figure 3, and table 3-4"
Yoshinaga15,ivsel:Yoshinaga15|CAB|exp:4a|p~32,IIIB,MT-2,4a,~,32,False,=,112,day,False,"Figure 3, and table 3-4"
Yoshinaga15,ivsel:Yoshinaga15|CAB|exp:4b|p~4,IIIB,MT-2,4b,~,4,False,=,14,day,False,"Figure 3, and table 3-4"
Yoshinaga15,ivsel:Yoshinaga15|CAB|exp:4b|p~8,IIIB,MT-2,4b,~,8,False,=,28,day,False,"Figure 3, and table 3-4"
Yoshinaga15,ivsel:Yoshinaga15|CAB|exp:4b|p~12,IIIB,MT-2,4b,~,12,False,=,42,day,False,"Figure 3, and table 3-4"
Yoshinaga15,ivsel:Yoshinaga15|CAB|exp:4b|p~16,IIIB,MT-2,4b,~,16,False,=,56,day,False,"Figure 3, and table 3-4"
Yoshinaga15,ivsel:Yoshinaga15|CAB|exp:4b|p~20,IIIB,MT-2,4b,~,20,False,=,70,day,False,"Figure 3, and table 3-4"
Yoshinaga15,ivsel:Yoshinaga15|CAB|exp:4b|p~24,IIIB,MT-2,4b,~,24,False,=,84,day,False,"Figure 3, and table 3-4"
Yoshinaga15,ivsel:Yoshinaga15|CAB|exp:4b|p~28,IIIB,MT-2,4b,~,28,False,=,98,day,False,"Figure 3, and table 3-4"
Yoshinaga15,ivsel:Yoshinaga15|CAB|exp:4b|p~32,IIIB,MT-2,4b,~,32,False,=,112,day,False,"Figure 3, and table 3-4"
Yoshinaga15,ivsel:Yoshinaga15|CAB|exp:4c|p~4,IIIB,MT-2,4c,~,4,False,=,14,day,False,"Figure 3, and table 3-4"
Yoshinaga15,ivsel:Yoshinaga15|CAB|exp:4c|p~8,IIIB,MT-2,4c,~,8,False,=,28,day,False,"Figure 3, and table 3-4"
Yoshinaga15,ivsel:Yoshinaga15|CAB|exp:4c|p~12,IIIB,MT-2,4c,~,12,False,=,42,day,False,"Figure 3, and table 3-4"
Yoshinaga15,ivsel:Yoshinaga15|RAL|exp:1a|p~20,IIIB,MT-2,1a,~,20,False,=,70,day,False,"Figure 3, and table 3-4"
Yoshinaga15,ivsel:Yoshinaga15|RAL|exp:1a|p~24,IIIB,MT-2,1a,~,24,False,=,84,day,False,"Figure 3, and table 3-4"
Yoshinaga15,ivsel:Yoshinaga15|RAL|exp:1b|p~16,IIIB,MT-2,1b,~,16,False,=,56,day,False,"Figure 3, and table 3-4"
Yoshinaga15,ivsel:Yoshinaga15|RAL|exp:1b|p~20,IIIB,MT-2,1b,~,20,False,=,70,day,False,"Figure 3, and table 3-4"
Yoshinaga15,ivsel:Yoshinaga15|RAL|exp:1b|p~24,IIIB,MT-2,1b,~,24,False,=,84,day,False,"Figure 3, and table 3-4"
Yoshinaga15,ivsel:Yoshinaga15|RAL|exp:1c|p~8,IIIB,MT-2,1c,~,8,False,=,28,day,False,"Figure 3, and table 3-4"
Yoshinaga15,ivsel:Yoshinaga15|RAL|exp:1c|p~12,IIIB,MT-2,1c,~,12,False,=,42,day,False,"Figure 3, and table 3-4"
Yoshinaga15,ivsel:Yoshinaga15|RAL|exp:1c|p~16,IIIB,MT-2,1c,~,16,False,=,56,day,False,"Figure 3, and table 3-4"
Yoshinaga15,ivsel:Yoshinaga15|RAL|exp:1c|p~20,IIIB,MT-2,1c,~,20,False,=,70,day,False,"Figure 3, and table 3-4"
Yoshinaga15,ivsel:Yoshinaga15|RAL|exp:1c|p~24,IIIB,MT-2,1c,~,24,False,=,84,day,False,"Figure 3, and table 3-4"
Yoshinaga15,ivsel:Yoshinaga15|RAL|exp:1d|p~4,IIIB,MT-2,1d,~,4,False,=,14,day,False,"Figure 3, and table 3-4"
Yoshinaga15,ivsel:Yoshinaga15|RAL|exp:1d|p~8,IIIB,MT-2,1d,~,8,False,=,28,day,False,"Figure 3, and table 3-4"
Yoshinaga15,ivsel:Yoshinaga15|RAL|exp:1d|p~12,IIIB,MT-2,1d,~,12,False,=,42,day,False,"Figure 3, and table 3-4"
